Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,8,3.0000,1,1,2.6345,11-1-6-5-8-4-3-9,11-1-7-5-2-0-3-9
2,8,3.0000,0,0,0.7881,9-7-3-11-10-8-12-0,9-7-3-11-10-8-12-0
3,8,3.0000,0,1,1.8318,11-9-10-8-5-3-6-1,11-9-10-8-5-3-6-1
4,8,3.0000,0,0,0.9701,1-12-2-10-9-8-0-11,1-12-2-10-9-8-0-11
5,8,3.0000,0,0,1.7903,0-3-12-5-11-4-7-9,0-3-12-5-11-4-7-9
6,5,3.0000,0,0,1.6996,8-9-1-2-12,8-9-1-2-12
7,8,3.0000,1,1,1.1070,12-8-2-10-1-4-5-3,12-8-2-10-6-4-11-0
8,5,3.0000,0,0,0.7468,7-4-5-0-3,7-4-5-0-3
9,5,3.0000,0,0,1.0563,5-8-0-12-6,5-8-0-12-6
10,5,3.0000,1,1,0.9860,2-8-7-1-3,9-8-6-1-4
11,5,3.0000,1,0,0.6463,10-12-2-1-9,11-12-5-4-9
12,5,3.0000,1,1,1.0318,9-6-11-0-3,7-12-11-4-3
13,5,3.0000,1,0,0.6741,11-8-3-1-7,11-2-3-12-10
14,8,3.0000,1,1,0.9213,8-6-9-10-1-2-0-4,8-6-9-5-1-2-12-7
15,5,3.0000,1,1,1.1693,8-2-0-9-6,1-11-0-10-6
16,5,3.0000,1,1,1.2862,1-5-0-8-7,10-12-0-8-3
17,5,3.0000,1,1,1.0545,10-12-5-8-9,0-12-11-4-9
18,8,3.0000,0,0,0.7264,1-9-7-6-4-0-2-11,1-9-7-6-4-0-2-11
19,5,3.0000,0,0,1.1656,1-8-4-9-5,1-8-4-9-5
20,8,3.0000,1,1,1.3536,10-5-3-0-6-2-12-9,10-5-11-0-4-2-12-7
21,8,3.0000,0,0,1.7905,10-2-0-8-4-9-11-6,10-2-0-8-4-9-11-6
22,8,3.0000,0,0,1.6102,9-1-2-3-10-6-7-0,9-1-2-3-10-6-7-0
23,5,3.0000,0,1,1.2942,3-1-8-2-12,3-1-8-2-12
24,5,3.0000,1,1,1.4778,7-3-9-12-6,10-3-0-8-6
25,8,3.0000,1,1,0.9251,9-8-0-3-7-4-10-1,9-5-2-3-11-4-10-1
26,8,3.0000,0,0,1.1473,11-12-0-2-3-6-4-9,11-12-0-2-3-6-4-9
