Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,5,4.0000,0,0,1.6749,6-3-11-8-7,6-3-11-8-7
2,5,4.0000,0,0,1.1639,11-12-0-8-9,11-12-0-8-9
3,5,4.0000,0,0,1.6166,11-12-6-10-2,11-12-6-10-2
4,8,4.0000,1,1,1.0506,2-7-9-12-0-11-8-4,2-7-5-10-3-11-8-1
5,5,4.0000,0,0,0.8371,4-11-5-1-6,4-11-5-1-6
6,8,4.0000,1,1,0.7017,1-5-7-12-9-8-10-4,0-5-2-11-9-3-10-4
7,5,4.0000,0,0,0.7822,10-8-11-1-2,10-8-11-1-2
8,5,4.0000,1,1,0.8103,5-8-0-7-9,6-10-2-12-9
9,8,4.0000,0,0,0.5643,6-2-12-5-4-10-9-3,6-2-12-5-4-10-9-3
10,5,4.0000,1,1,0.8820,5-2-12-10-7,6-4-1-10-0
11,5,4.0000,1,1,0.6422,11-2-4-3-5,9-12-4-10-0
12,5,4.0000,0,0,0.7164,8-1-6-7-2,8-1-6-7-2
13,8,4.0000,1,1,0.6823,6-7-1-3-5-9-12-8,6-7-1-11-0-10-12-4
14,8,4.0000,1,1,1.7305,12-6-8-11-7-1-4-2,9-10-8-11-5-3-4-2
15,8,4.0000,0,0,0.6088,4-12-5-3-9-0-2-10,4-12-5-3-9-0-2-10
16,8,4.0000,1,1,0.7316,10-1-4-3-11-0-5-9,10-8-6-3-11-2-5-7
17,8,4.0000,1,1,0.8578,0-11-10-2-5-4-12-9,8-7-3-2-5-4-12-1
18,5,4.0000,0,0,0.6363,2-11-4-3-7,2-11-4-3-7
19,8,4.0000,0,0,0.7328,8-12-11-0-1-2-10-9,8-12-11-0-1-2-10-9
20,5,4.0000,1,1,0.6200,1-9-3-0-8,10-12-3-5-11
21,5,4.0000,1,1,0.6228,2-1-12-6-9,0-4-7-6-5
22,8,4.0000,0,0,0.5760,8-11-5-10-2-6-12-9,8-11-5-10-2-6-12-9
23,5,4.0000,0,0,0.5092,5-7-6-2-4,5-7-6-2-4
24,5,4.0000,1,1,0.5807,3-6-9-12-10,7-0-2-5-10
25,8,4.0000,1,1,0.5918,2-10-6-11-4-9-0-3,2-10-6-11-8-12-5-1
26,5,4.0000,1,1,0.4851,10-1-12-11-5,3-0-9-11-4
27,5,4.0000,1,1,0.4212,10-5-0-7-3,11-8-6-2-3
28,8,4.0000,1,1,0.7905,3-9-4-12-6-1-2-8,10-9-11-12-7-1-5-8
29,5,4.0000,1,1,0.6196,11-4-10-2-3,0-9-7-12-3
30,8,4.0000,0,0,0.5248,6-11-2-4-12-3-0-9,6-11-2-4-12-3-0-9
