Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,5,1.0000,1,0,4.4666,8-1-4-0-5,8-1-10-0-5
2,5,1.0000,1,1,2.6518,7-11-5-12-8,3-11-5-12-8
3,8,1.0000,0,0,2.8357,0-6-2-5-9-10-1-3,0-6-2-5-9-10-1-3
4,5,1.0000,0,0,3.3991,8-4-2-9-10,8-4-2-9-10
5,8,1.0000,0,0,2.5298,5-0-10-4-2-7-8-11,5-0-10-4-2-7-8-11
6,5,1.0000,1,0,2.6651,3-8-12-10-4,3-9-12-10-4
7,8,1.0000,0,1,3.7932,0-5-12-9-8-10-2-1,0-5-12-9-8-10-2-1
8,8,1.0000,1,0,3.0289,11-3-12-0-5-2-7-6,11-3-12-9-5-2-7-6
9,8,1.0000,1,1,1.9273,0-3-11-5-12-10-1-6,0-3-11-5-12-10-2-6
10,8,1.0000,0,0,1.9337,7-12-1-4-8-6-0-2,7-12-1-4-8-6-0-2
11,8,1.0000,1,0,2.5311,0-10-9-7-12-5-4-2,0-8-9-7-12-5-4-2
12,5,1.0000,0,0,1.4986,9-12-1-7-2,9-12-1-7-2
13,5,1.0000,0,0,1.9383,7-8-0-11-5,7-8-0-11-5
14,5,1.0000,0,0,0.9205,5-8-7-2-10,5-8-7-2-10
15,8,1.0000,1,0,0.8938,0-5-12-8-2-6-10-4,0-5-12-1-2-6-10-4
16,8,1.0000,1,0,0.9813,8-7-1-6-0-9-12-3,8-7-1-6-0-11-12-3
17,5,1.0000,1,1,1.8506,3-0-12-10-7,3-6-12-10-7
18,5,1.0000,0,0,1.4762,5-3-8-2-1,5-3-8-2-1
19,5,1.0000,0,1,1.7812,0-7-11-8-9,0-7-11-8-9
20,8,1.0000,1,1,1.3845,5-11-0-10-6-3-12-7,5-11-0-10-1-3-12-7
21,5,1.0000,1,0,1.2218,4-1-3-6-9,4-1-3-6-5
22,8,1.0000,1,0,1.2469,6-2-8-4-10-0-5-11,6-12-8-4-10-0-5-11
23,8,1.0000,1,0,1.7286,7-11-3-4-12-10-5-2,7-11-3-4-12-8-5-2
24,8,1.0000,0,0,1.1829,11-8-9-4-7-6-12-1,11-8-9-4-7-6-12-1
25,8,1.0000,0,1,1.9866,11-6-1-5-3-4-12-9,11-6-1-5-3-4-12-9
26,8,1.0000,1,0,2.5342,7-6-12-8-11-4-10-5,7-6-12-8-11-4-10-9
27,5,1.0000,1,0,2.0295,7-2-12-0-9,7-2-12-5-9
28,8,1.0000,0,0,1.1988,1-5-12-9-10-0-11-6,1-5-12-9-10-0-11-6
29,5,1.0000,0,0,1.5553,10-12-9-7-1,10-12-9-7-1
30,8,1.0000,0,0,1.3754,0-5-8-3-7-6-2-11,0-5-8-3-7-6-2-11
31,5,1.0000,1,0,3.3333,7-6-3-12-2,7-6-3-4-2
32,5,1.0000,0,0,0.7316,2-9-11-6-3,2-9-11-6-3
33,5,1.0000,1,0,1.9139,10-11-7-3-12,10-11-7-8-12
34,8,1.0000,1,1,1.1679,6-10-7-2-4-5-0-11,1-10-7-2-4-5-0-11
35,5,1.0000,1,1,2.5818,11-2-1-6-9,11-2-8-6-9
36,8,1.0000,0,0,0.9532,12-7-1-4-8-10-9-11,12-7-1-4-8-10-9-11
37,8,1.0000,0,0,2.4381,2-11-1-0-10-12-5-4,2-11-1-0-10-12-5-4
38,5,1.0000,1,0,1.0254,4-2-7-12-9,4-2-7-12-11
39,5,1.0000,0,0,0.8203,5-3-6-10-1,5-3-6-10-1
40,5,1.0000,1,1,1.6472,0-9-3-11-12,0-9-5-11-12
41,8,1.0000,1,0,0.9118,2-3-0-1-7-11-10-6,2-3-0-1-7-11-10-5
42,5,1.0000,0,0,0.8477,3-1-0-6-12,3-1-0-6-12
43,8,1.0000,1,0,1.0884,4-1-7-5-2-8-11-0,12-1-7-5-2-8-11-0
44,8,1.0000,0,0,1.0399,7-4-0-1-2-6-5-11,7-4-0-1-2-6-5-11
45,5,1.0000,1,1,0.8031,11-5-2-6-0,11-4-2-6-0
46,5,1.0000,1,1,1.8387,3-0-7-2-11,3-6-7-2-11
