Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,8,1.0000,1,0,1.5800,2-6-5-8-12-3-11-4,2-6-5-8-12-3-0-4
2,5,1.0000,0,0,2.7532,7-12-8-6-10,7-12-8-6-10
3,8,1.0000,1,1,0.8933,3-9-5-10-4-1-2-6,3-9-5-10-4-1-0-6
4,5,1.0000,0,1,2.0057,9-10-3-11-12,9-10-3-11-12
5,5,1.0000,0,1,0.5614,7-5-0-11-1,7-5-0-11-1
6,8,1.0000,0,0,1.1972,6-10-4-1-7-8-9-5,6-10-4-1-7-8-9-5
7,8,1.0000,0,0,1.6008,7-3-9-5-2-1-0-12,7-3-9-5-2-1-0-12
8,5,1.0000,0,0,0.8773,2-12-0-6-9,2-12-0-6-9
9,5,1.0000,0,0,0.7735,9-10-3-12-0,9-10-3-12-0
10,5,1.0000,1,1,0.8023,5-10-4-1-6,5-8-4-1-6
11,8,1.0000,1,1,1.7082,4-8-11-12-9-1-5-3,4-8-11-12-9-1-5-2
12,8,1.0000,0,0,0.5471,2-12-5-8-1-11-7-3,2-12-5-8-1-11-7-3
13,5,1.0000,0,0,0.7695,3-0-9-6-10,3-0-9-6-10
14,5,1.0000,0,1,0.8544,11-12-1-7-2,11-12-1-7-2
15,8,1.0000,1,1,1.4463,8-3-0-4-1-5-7-9,8-3-2-4-1-5-7-9
16,8,1.0000,1,0,1.2318,10-8-4-5-2-12-11-6,10-8-4-5-2-12-3-6
17,8,1.0000,1,0,0.9220,5-0-8-4-7-2-10-6,5-0-11-4-7-2-10-6
18,5,1.0000,1,0,0.6979,1-0-4-8-9,1-0-4-8-7
19,8,1.0000,0,0,0.7285,7-11-3-10-5-12-1-8,7-11-3-10-5-12-1-8
20,5,1.0000,0,0,0.6797,5-9-11-4-1,5-9-11-4-1
21,5,1.0000,1,0,1.0886,10-0-1-3-12,10-0-5-3-12
22,5,1.0000,0,0,0.8800,4-12-3-5-9,4-12-3-5-9
23,8,1.0000,0,0,0.6712,3-9-12-7-8-2-4-11,3-9-12-7-8-2-4-11
24,5,1.0000,1,1,0.8011,3-5-0-11-7,3-5-0-6-7
25,5,1.0000,0,1,0.8926,7-5-4-0-11,7-5-4-0-11
26,8,1.0000,0,0,1.3631,10-7-2-4-8-0-1-6,10-7-2-4-8-0-1-6
27,5,1.0000,1,0,0.7210,0-11-7-6-9,0-11-7-2-9
28,8,1.0000,0,1,0.7022,2-9-10-3-6-0-1-12,2-9-10-3-6-0-1-12
29,5,1.0000,0,1,0.8066,9-10-4-8-11,9-10-4-8-11
30,8,1.0000,0,1,0.7606,2-3-7-12-8-10-4-0,2-3-7-12-8-10-4-0
31,5,1.0000,1,0,0.3904,1-12-8-4-6,1-12-5-4-6
32,5,1.0000,1,0,0.7305,7-11-0-3-4,7-11-6-3-4
33,5,1.0000,1,0,1.0247,0-1-2-12-4,0-3-2-12-4
