Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,8,2.0000,1,1,3.6904,7-1-4-0-10-5-11-9,7-2-4-0-10-5-12-9
2,8,2.0000,0,0,1.7061,9-4-5-12-3-0-11-1,9-4-5-12-3-0-11-1
3,8,2.0000,1,1,3.0731,8-4-11-10-12-6-1-9,0-4-11-10-12-2-1-9
4,8,2.0000,0,1,1.5216,4-10-6-11-8-3-9-7,4-10-6-11-8-3-9-7
5,8,2.0000,0,0,0.9198,5-3-8-6-0-11-2-10,5-3-8-6-0-11-2-10
6,8,2.0000,1,0,1.2940,1-9-10-0-7-2-8-6,1-9-10-0-4-2-3-6
7,5,2.0000,1,1,1.8546,12-4-7-3-0,10-4-11-3-0
8,8,2.0000,1,1,1.1986,10-3-6-4-12-2-9-11,10-3-6-4-12-0-5-11
9,5,2.0000,0,0,1.4432,7-6-9-11-0,7-6-9-11-0
10,5,2.0000,1,1,1.2455,10-0-11-4-5,10-0-1-4-3
11,8,2.0000,1,0,1.3502,1-7-12-9-11-0-5-8,1-7-4-9-11-0-5-10
12,8,2.0000,0,1,1.8031,3-10-8-4-12-6-9-1,3-10-8-4-12-6-9-1
13,5,2.0000,1,1,1.1437,11-1-7-12-9,3-1-7-12-5
14,5,2.0000,0,0,1.5893,4-7-12-3-1,4-7-12-3-1
15,8,2.0000,1,1,1.3200,10-12-8-1-2-3-4-0,10-12-8-1-9-3-4-6
16,8,2.0000,0,0,1.5823,10-11-6-4-2-12-7-3,10-11-6-4-2-12-7-3
17,5,2.0000,1,1,0.9955,7-12-10-11-9,7-12-1-11-6
18,8,2.0000,1,1,1.1022,11-12-9-0-5-1-6-8,11-12-9-3-5-1-6-7
19,5,2.0000,0,0,1.1507,2-0-5-10-9,2-0-5-10-9
20,5,2.0000,0,0,1.0842,11-1-3-0-4,11-1-3-0-4
21,5,2.0000,1,1,1.0605,12-4-2-0-7,3-8-2-0-7
22,8,2.0000,1,1,1.1485,2-0-6-11-7-9-1-3,2-0-6-11-12-5-1-3
23,8,2.0000,1,1,1.2421,0-10-5-4-3-7-11-8,0-9-5-4-6-7-11-8
24,5,2.0000,0,0,1.2214,8-1-4-12-0,8-1-4-12-0
25,5,2.0000,1,1,0.8483,7-12-5-9-0,6-12-5-1-0
26,8,2.0000,1,1,1.2649,3-4-7-1-8-12-5-6,3-2-7-0-8-12-5-6
27,8,2.0000,1,1,1.4898,0-2-4-8-5-7-6-1,0-2-3-8-5-7-9-1
28,8,2.0000,0,1,1.1134,11-5-7-2-1-6-3-4,11-5-7-2-1-6-3-4
29,8,2.0000,1,0,1.0084,8-6-11-2-4-5-0-3,9-6-11-2-10-5-0-3
30,5,2.0000,0,1,0.9889,2-0-12-10-11,2-0-12-10-11
31,5,2.0000,1,1,1.7292,6-9-0-7-11,1-5-0-7-11
32,5,2.0000,0,0,1.5435,12-9-6-5-1,12-9-6-5-1
33,8,2.0000,0,0,1.3402,1-5-7-10-0-6-8-12,1-5-7-10-0-6-8-12
34,5,2.0000,1,1,1.0754,4-7-12-5-11,3-7-12-10-11
35,5,2.0000,1,1,1.5643,9-8-1-11-6,9-12-1-11-5
36,5,2.0000,1,1,1.1860,10-2-5-7-9,10-2-6-7-0
37,8,2.0000,0,1,1.3639,5-7-8-10-0-1-12-9,5-7-8-10-0-1-12-9
38,8,2.0000,0,0,1.2729,9-12-11-0-7-4-6-5,9-12-11-0-7-4-6-5
39,5,2.0000,0,0,1.5308,12-9-6-8-2,12-9-6-8-2
40,5,2.0000,0,0,1.2411,1-7-3-0-9,1-7-3-0-9
41,8,2.0000,0,0,1.0257,7-3-12-11-5-6-10-9,7-3-12-11-5-6-10-9
42,5,2.0000,1,1,0.9576,10-0-5-8-2,4-0-5-8-1
43,8,2.0000,0,0,0.9055,8-3-4-2-0-7-6-10,8-3-4-2-0-7-6-10
44,8,2.0000,0,1,1.1285,2-5-12-6-11-4-0-1,2-5-12-6-11-4-0-1
45,5,2.0000,1,1,1.1997,4-1-10-11-9,7-1-10-11-6
46,5,2.0000,0,0,1.0200,2-0-12-4-1,2-0-12-4-1
47,5,2.0000,1,1,1.0702,4-2-0-8-3,7-12-0-8-3
48,8,2.0000,1,0,1.1735,12-4-7-10-3-6-9-11,12-8-7-10-3-2-9-11
49,5,2.0000,1,1,0.9555,4-3-2-8-9,4-3-10-8-6
50,5,2.0000,0,0,1.2250,3-11-7-10-0,3-11-7-10-0
51,8,2.0000,0,0,1.1783,1-3-2-0-11-5-12-10,1-3-2-0-11-5-12-10
52,5,2.0000,1,0,0.9115,11-4-6-10-5,1-4-6-7-5
53,5,2.0000,0,1,1.0545,9-3-7-5-4,9-3-7-5-4
54,5,2.0000,0,0,1.1840,3-8-2-9-0,3-8-2-9-0
55,5,2.0000,0,0,1.2843,5-6-1-9-4,5-6-1-9-4
56,5,2.0000,0,0,0.7966,3-1-7-10-8,3-1-7-10-8
57,8,2.0000,1,1,0.9832,2-8-11-3-1-4-6-9,2-8-11-3-12-4-5-9
58,5,2.0000,0,0,1.1964,2-0-1-6-9,2-0-1-6-9
59,5,2.0000,1,1,0.8320,3-8-12-1-9,3-8-10-2-9
60,5,2.0000,0,0,1.0183,7-4-1-3-12,7-4-1-3-12
61,5,2.0000,1,1,0.7412,9-0-3-4-6,9-11-2-4-6
62,8,2.0000,1,1,1.4898,3-9-5-2-6-12-7-11,3-9-5-8-6-12-0-11
63,8,2.0000,0,1,1.0894,5-7-1-4-11-2-3-12,5-7-1-4-11-2-3-12
64,8,2.0000,1,1,1.3770,1-2-8-6-11-7-5-3,1-9-8-6-11-7-5-4
65,8,2.0000,0,0,0.9573,1-4-12-3-11-2-9-10,1-4-12-3-11-2-9-10
66,8,2.0000,0,0,0.8822,8-7-2-10-12-5-3-6,8-7-2-10-12-5-3-6
67,8,2.0000,1,1,1.2825,1-2-7-5-3-10-9-8,1-2-7-5-3-10-4-11
68,8,2.0000,0,0,1.1788,7-6-5-2-0-12-10-1,7-6-5-2-0-12-10-1
1,8,4.0000,0,0,1.0461,2-1-8-4-12-10-5-0,2-1-8-4-12-10-5-0
2,5,4.0000,1,1,2.2166,9-2-10-1-5,7-12-11-1-8
3,8,4.0000,1,0,2.0187,6-0-8-12-9-4-11-10,5-3-8-1-9-4-11-7
4,8,4.0000,1,1,1.5329,12-7-1-8-3-10-4-5,2-7-0-6-9-10-4-5
5,8,4.0000,0,0,2.0113,11-10-5-3-6-0-8-4,11-10-5-3-6-0-8-4
6,5,4.0000,1,1,1.5272,7-6-0-1-2,11-10-3-12-2
7,5,4.0000,1,1,1.3335,4-7-1-3-11,10-0-6-2-11
8,8,4.0000,0,0,1.4268,1-6-4-8-0-10-11-3,1-6-4-8-0-10-11-3
9,8,4.0000,0,0,0.9891,1-6-10-0-5-11-12-9,1-6-10-0-5-11-12-9
10,5,4.0000,0,0,0.9543,3-1-2-8-11,3-1-2-8-11
11,5,4.0000,1,0,1.8799,0-9-6-1-3,0-5-11-4-10
12,8,4.0000,1,1,1.0232,7-3-11-8-0-12-9-1,7-6-11-2-0-12-5-4
13,8,4.0000,0,0,1.1775,0-7-1-6-12-11-10-8,0-7-1-6-12-11-10-8
14,5,4.0000,1,1,1.5988,12-2-6-1-8,10-0-7-1-3
15,8,4.0000,1,1,1.5534,0-4-11-9-12-3-2-6,10-4-7-8-1-3-2-6
16,8,4.0000,0,0,1.6304,4-2-8-12-6-0-5-3,4-2-8-12-6-0-5-3
17,5,4.0000,1,1,1.5375,12-5-1-10-9,11-5-8-3-0
18,5,4.0000,1,1,1.3999,1-12-7-11-6,10-12-0-3-4
19,8,4.0000,1,1,1.2825,3-9-6-11-8-10-1-0,3-2-5-4-8-10-12-0
20,8,4.0000,0,0,0.9627,4-7-11-10-3-9-2-6,4-7-11-10-3-9-2-6
21,8,4.0000,1,0,1.0557,9-2-1-5-0-8-4-7,10-2-1-5-6-3-11-7
22,5,4.0000,0,0,1.0022,4-6-1-2-8,4-6-1-2-8
23,5,4.0000,0,0,0.8299,8-6-7-5-11,8-6-7-5-11
24,5,4.0000,0,0,0.6561,7-1-11-12-9,7-1-11-12-9
25,8,4.0000,0,0,0.7681,2-9-7-1-3-6-8-11,2-9-7-1-3-6-8-11
26,5,4.0000,0,0,0.6939,8-9-0-7-11,8-9-0-7-11
27,8,4.0000,0,0,0.7326,4-0-9-6-1-10-12-11,4-0-9-6-1-10-12-11
28,5,4.0000,1,1,1.0277,8-2-7-12-9,0-11-5-12-1
29,8,4.0000,0,0,1.0611,10-9-7-1-4-3-5-12,10-9-7-1-4-3-5-12
30,5,4.0000,1,1,1.0389,9-11-7-12-2,0-5-3-1-2
31,5,4.0000,0,0,0.7611,3-11-1-0-10,3-11-1-0-10
32,5,4.0000,0,0,0.9261,9-5-4-11-6,9-5-4-11-6
33,5,4.0000,0,0,0.8770,9-1-7-4-2,9-1-7-4-2
34,5,4.0000,1,1,0.8453,6-12-1-5-10,0-12-11-4-2
35,8,4.0000,1,1,1.1099,8-3-1-12-0-6-9-7,8-3-10-5-0-6-2-11
36,8,4.0000,1,1,1.0928,9-2-6-3-12-8-0-7,1-4-6-3-5-8-0-10
37,8,4.0000,1,1,1.0924,3-4-12-8-0-5-2-6,3-1-12-7-9-5-11-6
38,8,4.0000,0,0,0.9559,7-12-6-0-3-2-1-4,7-12-6-0-3-2-1-4
39,8,4.0000,1,1,1.7129,10-5-9-7-3-1-6-2,4-0-12-7-8-1-6-2
40,5,4.0000,1,1,1.0008,0-9-6-10-1,11-12-6-7-8
41,8,4.0000,0,0,0.7948,5-12-2-10-7-4-9-8,5-12-2-10-7-4-9-8
42,5,4.0000,0,0,0.8154,0-11-2-6-8,0-11-2-6-8
43,5,4.0000,0,0,0.6582,11-4-6-0-7,11-4-6-0-7
44,5,4.0000,1,1,1.2118,9-3-8-10-11,6-7-8-5-1
45,5,4.0000,0,0,0.8467,0-6-3-2-9,0-6-3-2-9
46,5,4.0000,0,0,0.7124,2-5-11-7-1,2-5-11-7-1
47,5,4.0000,1,1,1.2072,5-7-11-6-9,4-0-11-2-10
48,8,4.0000,1,1,1.9452,6-3-0-5-7-10-2-4,6-3-9-5-1-8-12-4
49,8,4.0000,0,0,0.7588,7-2-11-4-1-12-10-9,7-2-11-4-1-12-10-9
50,8,4.0000,1,0,1.3238,9-6-7-2-10-3-8-4,5-6-12-11-10-3-8-0
51,5,4.0000,1,1,1.0604,0-8-5-1-4,2-9-12-3-4
52,8,4.0000,0,0,0.6996,12-10-9-3-2-6-11-4,12-10-9-3-2-6-11-4
53,5,4.0000,0,0,0.6442,2-3-12-1-6,2-3-12-1-6
54,8,4.0000,1,0,1.1807,3-11-7-2-4-10-6-9,0-11-7-5-4-8-6-1
55,8,4.0000,0,0,0.8889,11-4-5-9-2-1-3-7,11-4-5-9-2-1-3-7
56,8,4.0000,1,0,0.9126,0-5-1-4-2-12-6-8,0-10-7-11-2-3-6-8
57,5,4.0000,1,1,0.8485,6-8-7-11-0,6-5-1-2-4
58,8,4.0000,1,1,1.1772,3-0-9-11-4-2-7-8,3-10-9-5-1-2-7-12
59,8,4.0000,0,0,0.9653,11-9-0-10-7-1-12-3,11-9-0-10-7-1-12-3
60,8,4.0000,1,1,1.3702,1-11-7-3-4-2-6-0,12-10-7-8-4-9-6-0
61,5,4.0000,1,1,1.1042,7-3-4-0-5,12-3-1-2-8
62,8,4.0000,1,1,0.9022,10-3-12-11-6-7-8-0,2-3-12-11-5-9-4-0
63,5,4.0000,0,0,1.1827,2-7-12-4-0,2-7-12-4-0
64,5,4.0000,0,0,1.5629,3-12-10-5-1,3-12-10-5-1
65,8,4.0000,0,0,1.0470,0-7-6-2-3-8-12-1,0-7-6-2-3-8-12-1
66,5,4.0000,0,0,0.9375,7-2-6-5-11,7-2-6-5-11
67,5,4.0000,1,1,1.0238,2-9-12-11-0,10-6-8-11-5
68,5,4.0000,0,0,0.9785,6-9-7-1-11,6-9-7-1-11
1,5,3.0000,0,0,1.4257,12-1-0-3-5,12-1-0-3-5
2,8,3.0000,0,1,2.3470,1-12-2-6-9-3-7-4,1-12-2-6-9-3-7-4
3,8,3.0000,1,1,1.8086,10-6-3-4-11-0-12-2,10-6-7-4-11-8-9-2
4,5,3.0000,1,1,1.7333,4-3-9-6-1,4-3-0-10-2
5,5,3.0000,1,0,0.9955,3-4-9-0-12,3-2-8-0-10
6,8,3.0000,0,0,0.9983,4-3-6-5-1-10-9-0,4-3-6-5-1-10-9-0
7,5,3.0000,1,1,1.4185,11-4-7-8-3,1-12-10-8-3
8,5,3.0000,1,1,1.0137,0-1-8-6-9,0-2-12-4-9
9,5,3.0000,0,0,1.0167,5-3-7-1-6,5-3-7-1-6
10,5,3.0000,0,0,0.8755,10-12-1-0-11,10-12-1-0-11
11,8,3.0000,0,0,0.7629,6-7-10-5-0-11-8-1,6-7-10-5-0-11-8-1
12,8,3.0000,1,1,1.2397,1-3-2-11-8-6-7-12,1-4-0-11-8-6-7-10
13,8,3.0000,1,1,1.0415,2-0-4-9-1-11-8-12,5-0-3-9-1-11-8-6
14,5,3.0000,0,0,0.9806,0-6-1-3-10,0-6-1-3-10
15,5,3.0000,1,1,1.4888,8-4-11-7-5,8-4-9-10-12
16,5,3.0000,0,0,0.7291,11-6-1-5-2,11-6-1-5-2
17,8,3.0000,0,0,1.0704,9-12-7-1-4-5-0-8,9-12-7-1-4-5-0-8
18,8,3.0000,1,1,1.6227,8-11-6-7-5-12-2-0,8-11-9-7-5-4-2-10
19,5,3.0000,1,1,1.0666,4-9-6-7-8,0-9-6-10-5
20,8,3.0000,0,1,1.5866,1-11-12-6-8-4-5-2,1-11-12-6-8-4-5-2
21,8,3.0000,0,0,2.1501,11-2-9-3-5-4-6-12,11-2-9-3-5-4-6-12
22,8,3.0000,1,1,0.8671,7-5-6-2-3-0-11-1,10-5-6-2-3-4-12-1
23,5,3.0000,0,0,0.7090,6-1-8-10-12,6-1-8-10-12
24,5,3.0000,0,1,2.1006,8-9-11-3-12,8-9-11-3-12
25,5,3.0000,0,0,0.9882,12-7-5-3-4,12-7-5-3-4
26,8,3.0000,1,0,1.4949,0-10-8-9-5-4-1-12,0-2-8-3-6-4-1-12
27,5,3.0000,1,1,0.9115,4-9-11-5-6,4-0-3-5-1
28,5,3.0000,1,1,1.1423,0-2-10-12-4,9-7-10-12-11
29,8,3.0000,0,0,0.8430,7-0-4-3-8-2-11-9,7-0-4-3-8-2-11-9
30,5,3.0000,0,1,1.4295,7-9-6-11-8,7-9-6-11-8
31,5,3.0000,0,0,0.6878,11-7-1-3-12,11-7-1-3-12
32,8,3.0000,0,1,2.1504,3-9-6-12-5-11-2-7,3-9-6-12-5-11-2-7
33,5,3.0000,1,1,0.7970,7-8-0-12-9,2-8-0-1-6
34,8,3.0000,1,1,0.8876,2-8-10-6-0-12-7-9,2-8-10-3-0-11-5-9
35,8,3.0000,1,1,1.1992,12-1-7-2-8-0-5-6,12-4-7-2-8-10-5-3
36,5,3.0000,0,0,1.3398,6-10-3-11-8,6-10-3-11-8
37,5,3.0000,1,1,0.7301,11-6-0-8-9,10-3-0-4-9
38,8,3.0000,1,1,1.2553,10-9-8-6-5-4-7-11,10-1-3-6-5-0-7-11
39,8,3.0000,1,1,0.9443,0-10-6-4-12-8-3-5,0-10-11-4-7-8-3-9
40,8,3.0000,0,0,0.9498,4-2-11-1-0-8-3-12,4-2-11-1-0-8-3-12
41,5,3.0000,0,0,1.0604,3-10-4-0-9,3-10-4-0-9
42,5,3.0000,0,0,0.6852,9-10-1-11-8,9-10-1-11-8
43,8,3.0000,0,0,1.4279,11-4-6-5-8-9-10-2,11-4-6-5-8-9-10-2
44,8,3.0000,1,0,0.6302,0-6-3-9-11-1-5-7,0-6-3-12-10-1-5-2
45,8,3.0000,1,0,0.6564,6-2-4-9-12-0-5-3,6-11-1-9-12-8-5-3
46,8,3.0000,0,0,0.6254,8-4-3-10-12-0-5-1,8-4-3-10-12-0-5-1
47,5,3.0000,1,1,0.5892,4-2-7-5-8,0-2-6-3-8
48,5,3.0000,1,0,0.7375,3-5-8-9-7,3-5-11-12-4
49,8,3.0000,0,0,0.6620,3-6-7-10-9-0-1-11,3-6-7-10-9-0-1-11
50,8,3.0000,1,0,0.7989,0-6-12-5-10-8-1-7,0-2-3-5-10-9-1-7
51,8,3.0000,0,0,0.9145,8-5-0-6-10-12-11-2,8-5-0-6-10-12-11-2
52,8,3.0000,1,0,0.5535,8-12-6-0-1-9-3-10,8-12-5-4-1-9-3-7
53,5,3.0000,0,0,1.3120,7-1-0-8-9,7-1-0-8-9
54,5,3.0000,1,1,0.7349,6-4-2-8-9,0-4-5-1-9
55,5,3.0000,1,1,0.8691,3-9-7-10-4,3-8-1-10-0
56,8,3.0000,1,1,1.0925,6-7-12-0-5-10-11-3,6-7-12-0-4-10-9-8
57,8,3.0000,1,1,1.3720,7-8-12-11-0-3-6-10,5-8-12-11-0-9-4-10
58,8,3.0000,0,0,0.6483,10-4-9-0-3-2-5-12,10-4-9-0-3-2-5-12
59,5,3.0000,1,0,1.3708,4-8-5-7-12,1-9-6-7-12
60,5,3.0000,1,1,0.8797,10-0-3-5-12,10-4-2-6-12
61,5,3.0000,0,0,0.8160,6-10-1-9-8,6-10-1-9-8
62,8,3.0000,0,0,1.8259,11-7-10-8-9-3-6-4,11-7-10-8-9-3-6-4
63,5,3.0000,0,1,1.1812,7-4-11-9-2,7-4-11-9-2
64,8,3.0000,0,0,0.8885,10-2-7-3-8-9-4-6,10-2-7-3-8-9-4-6
65,5,3.0000,0,0,0.6976,8-0-5-7-4,8-0-5-7-4
66,8,3.0000,0,1,1.3443,3-11-5-8-6-9-4-2,3-11-5-8-6-9-4-2
67,5,3.0000,1,1,0.7669,10-6-7-12-8,1-2-7-12-9
