Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,5,0.3000,0,1,3.9922,35729,9
2,2,0.3000,1,1,5.5528,09,8
3,5,0.3000,0,1,3.3617,07213,2
4,8,0.3000,0,1,1.6906,86293051,3
5,2,0.3000,1,1,1.8179,87,0
6,8,0.3000,0,0,1.1945,57041938,7
7,8,0.3000,1,1,0.9581,31792645,0
8,8,0.3000,0,1,0.8901,54732189,8
9,5,0.3000,0,0,0.4837,87521,2
10,5,0.3000,0,0,0.7549,75829,5
11,2,0.3000,0,0,0.7925,72,7
12,8,0.3000,0,1,0.6714,03189647,6
13,8,0.3000,1,1,0.7092,64328751,0
14,8,0.3000,1,1,0.6348,13598406,7
15,5,0.3000,0,1,0.9421,37980,9
16,2,0.3000,1,0,0.7925,37,8
17,8,0.3000,0,0,0.9603,67125409,2
18,5,0.3000,1,1,1.0200,29170,8
19,2,0.3000,1,1,0.5674,60,2
20,8,0.3000,1,1,0.7467,54067912,3
21,8,0.3000,0,0,0.8976,78204195,1
22,5,0.3000,0,1,1.0032,85139,3
23,2,0.3000,1,1,0.6311,23,8
24,5,0.3000,1,1,1.1303,28065,7
25,2,0.3000,0,0,0.7618,60,0
26,5,0.3000,0,0,0.9283,05981,1
27,2,0.3000,0,0,0.7628,58,5
28,2,0.3000,0,0,0.8808,89,8
29,8,0.3000,0,1,0.8907,89654317,6
30,5,0.3000,0,1,0.8041,87142,7
31,2,0.3000,0,0,0.6355,98,8
32,2,0.3000,0,0,0.7343,63,6
33,8,0.3000,0,0,0.8687,68275410,0
34,2,0.3000,0,0,0.8615,97,9
35,5,0.3000,1,1,0.7427,25694,8
36,2,0.3000,0,0,0.6843,91,9
37,8,0.3000,0,1,0.4655,80274319,2
38,5,0.3000,0,0,0.6720,84271,2
39,2,0.3000,0,0,0.5639,10,0
40,8,0.3000,0,1,0.8859,95301762,2
41,8,0.3000,0,0,0.7352,08329145,1
42,5,0.3000,1,1,0.7102,84205,6
43,8,0.3000,0,0,0.9878,72906531,0
44,2,0.3000,0,0,0.6474,12,1
45,5,0.3000,1,1,0.8110,85761,3
46,2,0.3000,1,1,0.6582,46,0
47,8,0.3000,1,1,0.6786,34156078,2
48,2,0.3000,0,1,1.6265,13,1
49,2,0.3000,0,0,0.6626,18,8
50,5,0.3000,0,1,0.7626,17302,3
51,5,0.3000,0,0,0.8010,75240,4
52,5,0.3000,0,1,0.6965,63827,6
53,5,0.3000,1,1,0.7173,28179,3
54,2,0.3000,0,0,0.6581,83,3
55,8,0.3000,0,0,1.1266,94762518,2
56,2,0.3000,0,0,0.5658,83,8
57,8,0.3000,1,1,0.7118,59386472,1
58,5,0.3000,0,1,0.8122,90541,4
59,5,0.3000,0,0,0.5965,14867,6
60,8,0.3000,0,0,0.5513,30596428,2
1,2,0.5000,1,1,0.5708,01,5
2,5,0.5000,1,1,0.7004,76092,5
3,2,0.5000,0,0,0.5441,69,6
4,5,0.5000,1,1,0.6732,61348,2
5,8,0.5000,0,1,0.8544,84375129,5
6,8,0.5000,0,0,0.8635,27840361,2
7,5,0.5000,1,1,1.2405,41657,3
8,5,0.5000,0,0,0.7636,18732,3
9,2,0.5000,1,1,0.5936,01,7
10,8,0.5000,1,1,0.7244,76158043,2
11,2,0.5000,0,0,0.4892,69,6
12,8,0.5000,1,1,0.9212,45327681,9
13,8,0.5000,0,1,0.5484,34602958,0
14,2,0.5000,0,1,0.9968,24,4
15,5,0.5000,0,0,0.7851,43152,3
16,5,0.5000,0,0,0.6642,72980,2
17,2,0.5000,1,1,0.9079,36,0
18,2,0.5000,0,1,0.7895,56,5
19,8,0.5000,0,0,0.6531,59321678,1
20,5,0.5000,0,1,0.6887,07469,4
21,2,0.5000,0,1,0.5326,47,7
22,8,0.5000,1,1,0.7899,29538671,4
23,2,0.5000,0,0,0.5405,48,4
24,2,0.5000,1,1,0.7331,37,9
25,5,0.5000,0,0,0.6587,36014,0
26,5,0.5000,1,1,0.6146,73589,6
27,8,0.5000,0,0,0.7139,39217865,5
28,8,0.5000,0,1,1.0074,32978065,3
29,8,0.5000,0,0,0.9571,31529846,1
30,2,0.5000,1,1,0.5518,30,4
31,8,0.5000,1,1,1.0654,02745813,6
32,2,0.5000,0,0,0.6790,51,5
33,2,0.5000,0,0,0.8590,91,1
34,5,0.5000,1,1,0.6278,58374,6
35,5,0.5000,1,1,0.5990,31764,2
36,2,0.5000,1,1,0.5527,46,8
37,5,0.5000,0,0,1.0331,93175,9
38,5,0.5000,1,1,0.6633,59824,7
39,5,0.5000,0,0,0.5073,94280,2
40,8,0.5000,0,0,0.6198,82075493,9
41,2,0.5000,0,0,0.6062,28,8
42,8,0.5000,1,0,0.6412,04687315,9
43,8,0.5000,0,0,0.5653,72458691,7
44,5,0.5000,1,1,0.6463,78519,4
45,2,0.5000,1,1,0.5862,91,8
46,5,0.5000,0,0,1.2441,64398,3
47,5,0.5000,0,0,0.6863,17298,1
48,5,0.5000,1,0,0.9633,76524,0
49,5,0.5000,1,1,0.6230,79425,6
50,8,0.5000,1,1,0.7373,97264381,0
51,8,0.5000,1,1,1.2231,72891650,4
52,5,0.5000,0,0,0.7629,56318,5
