Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,2,0.3000,0,0,3.3635,54,4
2,5,0.3000,0,1,1.3409,91284,9
3,5,0.3000,0,1,1.0901,32159,9
4,8,0.3000,0,0,1.1537,78205413,7
5,2,0.3000,0,0,3.0735,86,6
6,8,0.3000,1,0,0.9321,89016735,2
7,5,0.3000,0,0,1.0389,83064,3
8,8,0.3000,1,0,0.9088,25380761,4
9,5,0.3000,0,0,0.9032,59267,6
10,8,0.3000,0,0,0.8661,91473820,1
11,2,0.3000,1,1,0.8267,94,0
12,5,0.3000,1,1,0.8028,73654,8
13,8,0.3000,1,1,0.7786,01632478,5
14,5,0.3000,0,0,1.0096,26039,0
15,8,0.3000,1,1,0.7025,08197235,6
16,8,0.3000,1,0,0.9785,92051638,4
17,8,0.3000,0,1,0.6572,41970658,8
18,2,0.3000,0,0,0.5644,29,9
19,2,0.3000,1,1,0.5812,31,9
20,2,0.3000,0,0,0.5173,89,9
21,2,0.3000,0,0,0.4220,69,9
22,8,0.3000,0,0,0.4363,79850632,5
23,5,0.3000,0,1,0.6583,54830,8
24,5,0.3000,0,0,1.0144,74930,3
25,5,0.3000,0,0,0.7871,64915,4
26,2,0.3000,0,0,0.5852,34,3
27,5,0.3000,0,0,0.5235,92073,9
28,5,0.3000,1,0,0.6357,76831,0
29,5,0.3000,0,0,1.0231,57281,5
30,5,0.3000,1,1,0.5884,27350,8
31,8,0.3000,0,0,0.9425,57864329,5
32,5,0.3000,0,0,0.5697,12469,9
33,8,0.3000,0,0,0.6679,63701428,2
34,2,0.3000,0,0,0.5113,78,8
35,2,0.3000,0,0,0.3990,47,4
36,8,0.3000,0,0,0.5407,02136857,8
37,5,0.3000,1,1,0.6694,54138,9
38,8,0.3000,0,0,0.6101,08725931,7
39,5,0.3000,0,0,0.9009,42986,8
40,5,0.3000,0,0,0.5750,12804,1
41,8,0.3000,0,0,0.4494,36954028,2
42,2,0.3000,0,0,0.4634,91,9
43,8,0.3000,0,0,0.4946,80359721,1
44,5,0.3000,0,1,0.6221,19782,8
45,2,0.3000,0,0,0.4326,72,2
46,8,0.3000,0,0,0.6710,50391472,3
47,8,0.3000,0,0,0.6438,26781304,2
48,5,0.3000,1,1,0.3754,61032,8
49,8,0.3000,0,0,0.6765,38671240,1
50,2,0.3000,0,0,0.4401,86,8
51,2,0.3000,0,0,0.3736,30,3
52,2,0.3000,1,1,0.3857,86,1
53,2,0.3000,0,0,0.5580,49,9
54,8,0.3000,1,0,0.5277,16320547,9
55,2,0.3000,1,1,0.4477,83,4
56,8,0.3000,0,0,0.4464,46391502,6
57,2,0.3000,1,1,0.4924,94,1
58,2,0.3000,1,1,0.5077,79,3
59,2,0.3000,0,0,0.5231,53,3
60,5,0.3000,1,1,0.5877,84706,5
1,5,0.5000,1,1,0.5616,89173,0
2,5,0.5000,0,1,0.6596,67904,4
3,2,0.5000,0,0,0.6148,37,3
