Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,8,0.7000,1,1,8.2436,35408612,9
2,2,0.7000,1,1,5.4011,14,5
3,8,0.7000,0,0,2.7432,14982063,9
4,2,0.7000,1,1,3.8719,01,3
5,5,0.7000,1,1,1.4943,72853,6
6,2,0.7000,0,0,1.1191,92,2
7,8,0.7000,0,0,1.5991,27419658,5
8,5,0.7000,1,1,1.4189,29063,4
9,8,0.7000,1,1,1.5228,24905731,6
10,5,0.7000,0,0,1.1171,62890,0
11,5,0.7000,1,1,3.0048,16854,9
12,2,0.7000,1,1,1.1321,35,7
13,5,0.7000,1,1,1.1860,32157,4
14,8,0.7000,1,0,1.3166,72159836,0
15,2,0.7000,1,1,1.3363,35,0
16,5,0.7000,1,1,1.1979,36105,8
17,5,0.7000,0,0,1.2631,86174,6
18,5,0.7000,0,1,1.9066,42093,2
19,5,0.7000,0,0,1.2546,80671,6
20,2,0.7000,1,1,1.1927,50,2
21,5,0.7000,0,0,1.2266,10985,9
22,8,0.7000,1,1,1.9013,35461902,8
23,8,0.7000,1,0,2.1938,61297485,3
24,8,0.7000,1,1,1.1804,07582643,9
25,8,0.7000,1,1,1.1501,50463172,9
26,8,0.7000,0,1,1.1352,21587930,1
27,2,0.7000,0,0,1.2947,41,4
28,8,0.7000,1,0,2.1466,09243876,5
29,8,0.7000,0,0,1.0379,34762195,5
30,2,0.7000,1,1,1.0191,96,4
31,5,0.7000,1,1,1.7682,10825,9
32,2,0.7000,1,1,1.0797,28,5
33,2,0.7000,1,1,1.5579,85,1
34,2,0.7000,0,0,2.1122,34,3
35,5,0.7000,1,1,0.7296,17682,4
36,5,0.7000,1,1,1.8391,67149,0
37,8,0.7000,0,0,1.3297,05627931,5
38,8,0.7000,1,1,1.0955,06352148,7
39,2,0.7000,1,1,1.0618,36,1
40,8,0.7000,1,0,1.0446,90764852,1
41,2,0.7000,1,1,1.5377,78,9
42,8,0.7000,0,0,0.8272,68239574,9
43,2,0.7000,1,1,7.7322,83,4
44,5,0.7000,1,1,1.0534,45180,7
45,2,0.7000,1,1,1.1465,39,7
46,8,0.7000,1,1,3.1158,45371826,9
47,2,0.7000,0,0,0.8941,72,2
48,2,0.7000,0,0,0.7914,38,8
49,5,0.7000,1,1,0.7825,14673,5
50,2,0.7000,1,1,0.7090,71,8
51,2,0.7000,1,1,0.7298,82,9
52,5,0.7000,1,1,1.6153,27198,4
53,8,0.7000,1,1,1.3229,05624137,8
54,8,0.7000,1,1,0.6577,75219348,6
55,2,0.7000,0,0,0.9146,17,7
56,5,0.7000,1,0,3.9813,65701,2
57,5,0.7000,1,1,0.8863,62980,1
58,5,0.7000,1,1,0.6235,47203,5
59,8,0.7000,1,1,1.0754,76893041,2
60,5,0.7000,0,0,0.9140,10473,7
1,2,0.3000,0,0,0.5601,29,2
2,8,0.3000,0,0,0.6571,43021986,6
3,2,0.3000,0,0,0.9332,79,7
4,8,0.3000,0,0,0.8325,45916873,7
5,5,0.3000,0,1,0.6492,54730,0
6,2,0.3000,0,0,0.8440,80,8
7,8,0.3000,0,0,1.1416,83967501,0
8,8,0.3000,0,1,1.2384,05124368,3
9,8,0.3000,1,0,1.0495,27916403,5
10,5,0.3000,0,1,1.0731,51639,9
11,2,0.3000,0,0,0.8376,04,4
12,5,0.3000,0,0,0.8933,34658,6
13,2,0.3000,1,1,0.8391,82,3
14,8,0.3000,1,1,1.1523,81579342,6
15,2,0.3000,0,0,0.9922,53,3
16,2,0.3000,0,0,0.8731,94,9
17,5,0.3000,1,1,0.7738,71490,8
18,5,0.3000,1,1,0.9407,03254,6
19,8,0.3000,0,1,2.1681,15062794,2
20,5,0.3000,0,0,0.4502,56179,5
21,8,0.3000,1,1,1.2019,24675983,1
22,5,0.3000,0,0,0.8995,21583,1
23,2,0.3000,0,0,0.6051,78,8
24,2,0.3000,1,1,0.3991,90,4
25,8,0.3000,0,0,0.9247,82537419,4
26,8,0.3000,0,1,0.8718,64917328,3
27,8,0.3000,0,1,0.7698,71092634,6
28,8,0.3000,1,1,0.8092,79564031,2
29,2,0.3000,0,0,0.8647,13,1
30,8,0.3000,1,0,0.6982,76584109,3
31,2,0.3000,0,0,0.5587,47,7
32,8,0.3000,0,1,0.8320,20738965,8
33,2,0.3000,0,0,1.0322,60,0
34,2,0.3000,0,0,0.5489,04,4
35,5,0.3000,0,0,0.8860,38940,3
36,5,0.3000,0,0,0.9918,01846,8
37,2,0.3000,1,1,0.8917,89,3
38,2,0.3000,0,0,0.6129,09,9
39,2,0.3000,1,1,1.2069,85,0
40,5,0.3000,0,1,1.4010,01459,1
41,8,0.3000,0,0,1.2806,62053794,9
42,5,0.3000,0,0,0.4361,96541,1
43,5,0.3000,0,0,0.3860,39270,9
44,5,0.3000,1,1,0.7989,21036,4
45,5,0.3000,0,1,0.8065,36974,6
46,5,0.3000,1,0,0.6537,69184,5
47,5,0.3000,0,1,0.6096,04675,7
48,5,0.3000,1,0,1.0761,62589,7
49,2,0.3000,1,1,0.7061,85,4
50,5,0.3000,0,0,0.7908,10925,0
51,8,0.3000,0,0,0.7828,92753481,1
52,8,0.3000,0,1,1.4465,86913720,0
53,5,0.3000,1,0,0.9585,64319,5
54,8,0.3000,1,1,0.7624,36908712,5
55,2,0.3000,0,0,0.8804,96,6
56,2,0.3000,0,0,0.7613,46,6
57,8,0.3000,0,0,1.0081,12984760,6
58,5,0.3000,0,0,0.6052,15376,7
59,8,0.3000,0,0,0.6870,54871063,4
60,2,0.3000,1,1,1.4444,18,5
1,2,0.5000,1,1,0.6136,32,1
2,8,0.5000,0,1,0.8407,70514896,4
3,5,0.5000,0,0,0.4971,93274,2
4,5,0.5000,0,0,0.8807,47290,0
5,2,0.5000,0,0,0.7938,70,7
6,2,0.5000,0,0,0.4646,51,5
7,8,0.5000,1,1,0.8803,13758904,6
8,2,0.5000,1,1,0.5371,90,1
9,8,0.5000,1,1,1.1295,60438791,5
10,2,0.5000,0,0,0.6019,14,4
11,5,0.5000,1,1,0.6522,20687,1
12,2,0.5000,0,0,0.7034,18,1
13,2,0.5000,0,0,0.6758,56,6
14,5,0.5000,0,0,0.6962,91263,1
15,8,0.5000,0,0,0.9570,52389761,9
16,8,0.5000,1,0,1.0973,42786059,1
17,8,0.5000,1,1,3.2890,63952417,8
18,8,0.5000,0,1,1.4407,47630289,7
19,5,0.5000,1,1,1.4005,63047,5
