Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,5,0.5000,0,0,5.3220,47218,4
2,2,0.5000,1,1,3.3496,87,1
3,2,0.5000,1,1,2.0453,57,8
4,2,0.5000,1,1,1.6048,59,7
5,2,0.5000,1,1,1.0300,94,2
6,8,0.5000,1,1,4.6437,61297045,3
7,8,0.5000,0,1,1.4383,75912406,6
8,2,0.5000,1,1,0.7576,45,9
9,5,0.5000,1,1,4.9399,16380,7
10,5,0.5000,1,0,5.8695,18649,0
11,8,0.5000,1,1,1.7831,34087526,9
12,2,0.5000,0,0,1.2394,46,6
13,5,0.5000,1,1,2.4262,65918,4
14,8,0.5000,1,1,1.6278,84726510,9
15,8,0.5000,0,1,1.1771,39457820,4
16,8,0.5000,0,0,1.2266,67283054,0
17,8,0.5000,0,1,1.1974,97123504,4
18,8,0.5000,0,1,1.2318,34621758,3
19,8,0.5000,1,1,2.0830,34560817,2
20,2,0.5000,0,0,0.7150,16,1
21,2,0.5000,1,1,0.9278,85,7
22,2,0.5000,0,0,1.4660,19,9
23,5,0.5000,0,1,0.6900,49615,1
24,5,0.5000,0,1,1.0313,31706,3
25,5,0.5000,0,1,2.6287,25963,3
26,5,0.5000,1,1,1.1153,48607,2
27,5,0.5000,1,1,1.2269,13586,4
28,5,0.5000,0,0,0.6373,96251,1
29,5,0.5000,0,1,1.1523,41502,2
30,2,0.5000,0,0,0.9122,57,5
31,5,0.5000,1,0,1.7389,98134,0
32,5,0.5000,1,0,2.6345,30548,9
33,8,0.5000,0,1,0.8973,40963725,6
34,5,0.5000,0,0,1.5475,42318,8
35,8,0.5000,0,1,1.2228,18049765,6
36,8,0.5000,1,0,1.7536,86942513,7
37,5,0.5000,1,1,0.8257,03984,5
38,2,0.5000,1,1,0.7852,10,5
39,8,0.5000,0,1,1.4169,02547931,5
40,2,0.5000,0,0,0.9438,39,3
41,5,0.5000,1,0,1.1472,53894,7
42,5,0.5000,0,0,1.1476,18695,8
43,2,0.5000,1,1,0.8116,65,0
44,5,0.5000,1,1,0.9632,12903,8
45,2,0.5000,0,0,0.9742,70,7
46,8,0.5000,0,0,0.7788,41362508,3
47,5,0.5000,0,0,2.7376,21809,8
48,2,0.5000,1,1,1.2583,23,1
49,8,0.5000,1,1,1.3100,73016254,8
50,5,0.5000,0,0,0.7863,48372,7
51,8,0.5000,1,1,1.4164,73810425,6
52,2,0.5000,0,0,0.8487,73,7
53,8,0.5000,0,0,1.0979,43261980,6
54,2,0.5000,0,0,0.9033,53,5
55,8,0.5000,1,0,2.0339,31278640,5
56,8,0.5000,1,0,2.8257,06291583,7
57,8,0.5000,1,1,1.2057,43217605,8
58,2,0.5000,0,0,1.6387,28,8
59,2,0.5000,1,1,0.9953,96,7
60,2,0.5000,0,0,1.3753,71,7
1,5,0.3000,0,0,1.1060,15603,5
2,2,0.3000,0,0,0.5608,40,0
3,2,0.3000,0,0,0.8016,32,2
4,2,0.3000,0,0,0.5844,23,2
5,2,0.3000,1,1,0.5700,56,9
6,2,0.3000,1,1,0.8112,20,7
7,8,0.3000,1,1,1.7302,64389152,0
8,8,0.3000,1,1,1.0263,36520791,8
9,2,0.3000,1,1,0.9284,62,3
10,5,0.3000,0,0,0.8112,54178,8
11,8,0.3000,0,1,1.1716,95780364,5
12,5,0.3000,0,1,1.5247,58263,6
13,2,0.3000,0,0,0.8943,67,7
14,8,0.3000,0,0,1.4327,03841576,0
15,2,0.3000,0,0,0.6395,27,7
16,8,0.3000,1,1,3.9559,26495781,3
17,2,0.3000,0,0,0.4119,65,5
18,5,0.3000,0,0,1.0015,38210,0
19,8,0.3000,0,1,3.0627,17243096,1
20,8,0.3000,0,1,1.0807,73680294,4
21,8,0.3000,0,0,1.4958,65278914,4
22,2,0.3000,0,0,0.7206,56,6
23,8,0.3000,0,0,0.7426,21734806,7
24,5,0.3000,0,0,0.6686,73690,3
25,8,0.3000,1,1,1.8734,24735908,6
26,5,0.3000,1,1,0.8357,64258,3
27,8,0.3000,0,0,0.7804,18905427,7
28,2,0.3000,0,0,0.5628,52,2
29,2,0.3000,1,1,0.8676,34,7
30,5,0.3000,0,0,1.2768,71528,8
31,2,0.3000,0,0,0.6079,68,8
32,5,0.3000,0,1,0.9303,65729,6
33,2,0.3000,0,0,0.6366,13,3
34,2,0.3000,1,1,1.1195,29,3
35,8,0.3000,1,1,0.8636,73589610,4
36,5,0.3000,1,1,1.7682,56914,0
37,8,0.3000,0,0,1.2255,48957310,0
38,2,0.3000,0,0,4.5073,45,5
39,5,0.3000,1,1,1.9699,05239,4
40,5,0.3000,0,1,0.9194,10927,1
41,2,0.3000,0,0,1.0095,89,8
42,8,0.3000,0,0,1.5027,85429107,1
43,2,0.3000,0,0,0.8394,37,7
44,8,0.3000,0,0,0.7682,16482397,8
45,5,0.3000,0,1,0.6315,34568,4
46,5,0.3000,0,0,1.0985,59321,2
47,5,0.3000,0,0,0.6499,30714,1
48,8,0.3000,0,0,0.7019,04291657,9
49,5,0.3000,1,1,0.9786,09564,3
50,8,0.3000,0,0,1.2469,49823057,7
51,5,0.3000,0,1,0.8658,39654,5
52,2,0.3000,0,0,2.0746,10,1
53,5,0.3000,0,1,1.5386,30196,3
54,5,0.3000,1,1,0.7650,39180,2
55,5,0.3000,0,0,0.9634,72683,6
56,5,0.3000,1,1,0.8148,56738,9
57,8,0.3000,0,1,2.0232,40371562,6
58,2,0.3000,1,1,0.5409,79,5
59,8,0.3000,0,0,1.0229,97045328,3
60,8,0.3000,1,0,1.3884,92583174,0
1,8,0.7000,1,1,1.2093,52634870,9
2,2,0.7000,1,1,0.6669,21,0
3,5,0.7000,0,0,0.8469,41830,0
4,5,0.7000,1,1,0.8875,73689,5
5,2,0.7000,0,0,1.3289,61,6
6,5,0.7000,1,1,5.4141,59267,3
7,8,0.7000,0,0,0.6603,53849702,8
8,8,0.7000,1,1,0.8086,71853290,4
9,5,0.7000,0,0,0.7845,53086,6
10,8,0.7000,1,1,0.6480,61953807,4
11,2,0.7000,1,1,0.5547,34,8
12,2,0.7000,0,0,0.7000,60,6
13,2,0.7000,1,1,1.3602,86,0
14,8,0.7000,1,1,1.5748,28076341,9
15,8,0.7000,1,1,0.9454,95287136,4
16,8,0.7000,1,1,0.7821,18567234,9
17,2,0.7000,1,1,0.7567,82,1
18,5,0.7000,1,1,0.7310,78239,4
19,8,0.7000,1,1,0.9129,20374586,1
20,2,0.7000,0,0,0.8115,21,1
21,5,0.7000,1,1,0.6592,46710,8
22,2,0.7000,0,0,0.6623,26,2
23,8,0.7000,0,1,0.5867,53428176,4
24,5,0.7000,1,1,0.8607,92164,0
25,8,0.7000,0,1,1.3983,58921073,8
26,2,0.7000,1,1,0.6367,54,2
27,2,0.7000,1,1,0.5915,74,9
28,5,0.7000,1,1,0.6575,07938,1
29,8,0.7000,1,1,0.5979,78513926,4
30,5,0.7000,1,1,1.2723,29345,0
31,5,0.7000,0,0,0.6038,46921,2
32,8,0.7000,1,1,0.6529,85301769,4
33,8,0.7000,1,1,0.5471,75106429,8
34,2,0.7000,1,1,0.6115,95,8
35,8,0.7000,0,0,0.6146,54789316,7
36,5,0.7000,1,1,1.1935,07164,3
37,8,0.7000,0,1,1.6266,35704628,3
38,5,0.7000,1,1,0.6952,98510,3
39,8,0.7000,1,1,1.1636,09268354,1
40,5,0.7000,0,0,0.8130,45806,4
41,2,0.7000,1,1,0.8204,91,3
42,2,0.7000,1,1,0.6520,30,9
43,5,0.7000,0,1,0.7196,59814,9
44,2,0.7000,1,1,0.7882,78,5
45,5,0.7000,0,1,3.0356,14389,9
46,2,0.7000,1,1,0.5880,35,8
47,8,0.7000,1,1,0.6859,79180625,4
48,5,0.7000,1,1,0.6585,78204,6
49,2,0.7000,0,0,1.1421,01,1
50,8,0.7000,0,0,0.8871,13795208,1
51,2,0.7000,1,1,0.5443,81,4
52,8,0.7000,1,1,0.6899,61934578,2
53,8,0.7000,1,1,0.7911,79036542,8
54,5,0.7000,1,1,0.6381,25109,3
55,5,0.7000,1,1,0.5774,36259,7
56,2,0.7000,1,1,0.7377,47,5
57,2,0.7000,1,1,0.6159,85,3
58,5,0.7000,1,1,1.2102,58740,1
59,5,0.7000,1,1,0.5567,36071,9
60,2,0.7000,0,0,0.7173,07,7
1,2,0.5000,1,1,0.7385,14,2
2,5,0.5000,1,1,0.5686,94823,5
3,8,0.5000,0,0,0.8745,82640357,0
4,8,0.5000,1,1,0.5646,94756803,2
5,2,0.5000,0,0,0.6294,13,1
6,5,0.5000,0,0,0.6472,23689,9
7,5,0.5000,0,1,0.9562,52193,1
8,8,0.5000,1,1,0.6642,27538069,4
9,5,0.5000,0,1,0.6361,07295,9
10,5,0.5000,1,1,1.3593,92675,0
11,5,0.5000,0,0,0.6134,46215,6
12,8,0.5000,1,1,0.7759,27045683,9
13,8,0.5000,1,1,1.7270,24915678,3
14,5,0.5000,1,1,0.7342,97412,0
15,8,0.5000,0,1,0.5967,93605147,5
16,2,0.5000,0,0,0.5983,46,6
17,5,0.5000,1,1,0.7594,56317,4
18,2,0.5000,1,1,0.4787,91,2
19,5,0.5000,0,0,1.1979,38024,0
20,8,0.5000,1,1,0.9122,42597168,0
21,2,0.5000,1,1,0.7303,51,8
22,5,0.5000,0,0,0.8796,95204,5
23,2,0.5000,0,0,0.6320,76,7
24,8,0.5000,0,0,0.8603,35017869,1
25,8,0.5000,0,1,0.5656,51836974,4
26,2,0.5000,0,0,0.3895,85,8
27,2,0.5000,0,0,0.9621,85,8
28,2,0.5000,1,1,1.2612,69,2
29,2,0.5000,0,0,0.6560,71,7
30,5,0.5000,1,1,0.7876,32785,6
31,8,0.5000,0,1,0.9072,94306521,3
32,8,0.5000,0,1,0.6138,74613205,6
33,2,0.5000,1,1,0.6800,35,1
34,5,0.5000,0,0,0.9564,67519,6
35,2,0.5000,1,1,0.6312,29,7
36,8,0.5000,1,0,0.9387,60487295,1
37,8,0.5000,0,0,1.1103,30672985,0
38,5,0.5000,0,0,0.6139,93764,3
39,2,0.5000,0,0,0.4240,37,3
40,2,0.5000,1,1,0.6612,48,2
41,5,0.5000,0,0,0.5691,39046,6
42,8,0.5000,1,1,0.5860,81549206,3
43,5,0.5000,1,1,0.6690,92175,8
44,5,0.5000,1,1,0.6091,83572,4
45,2,0.5000,0,0,0.5951,69,9
46,5,0.5000,1,1,1.1090,64918,0
47,5,0.5000,0,0,0.5171,57813,8
48,8,0.5000,1,1,0.8534,46980371,5
49,5,0.5000,1,1,0.5907,41236,8
50,8,0.5000,1,1,0.5935,30274851,6
51,2,0.5000,0,0,0.6747,07,7
52,8,0.5000,0,1,0.6949,83492015,2
53,2,0.5000,0,0,1.4186,60,0
54,2,0.5000,1,1,0.4822,89,6
55,2,0.5000,1,1,1.6483,09,7
56,8,0.5000,0,0,0.7505,95471302,7
57,8,0.5000,0,0,0.9016,42756931,9
58,2,0.5000,1,1,0.5430,38,4
59,5,0.5000,1,1,1.2318,03679,5
60,8,0.5000,1,1,0.8670,31570264,8
1,5,0.7000,1,1,0.8674,72659,4
2,8,0.7000,0,1,0.5880,58261430,2
3,8,0.7000,1,1,0.6384,15820473,9
4,8,0.7000,0,0,0.7063,60149278,9
5,5,0.7000,1,1,1.2875,79014,3
6,2,0.7000,1,1,0.6828,25,7
7,2,0.7000,1,1,0.4952,19,8
8,5,0.7000,0,0,0.8307,91507,5
9,8,0.7000,1,1,0.9995,71546290,3
10,2,0.7000,1,1,0.5634,03,5
11,8,0.7000,1,0,0.8375,82149306,5
12,2,0.7000,1,1,0.3815,73,9
13,2,0.7000,1,1,0.5374,19,4
14,8,0.7000,1,1,0.4427,38479650,2
15,5,0.7000,0,1,0.4730,89345,4
16,8,0.7000,1,1,0.6145,13827604,5
17,8,0.7000,1,0,0.7799,46875913,0
18,8,0.7000,1,1,0.5794,29584167,0
19,2,0.7000,1,1,0.4520,19,2
20,5,0.7000,1,1,0.5790,93476,5
21,5,0.7000,1,1,0.7730,07854,2
22,8,0.7000,1,0,1.3231,51236879,4
23,2,0.7000,1,1,1.1526,02,7
24,8,0.7000,1,1,0.5294,12965387,4
25,8,0.7000,1,1,0.4989,92415378,0
26,8,0.7000,0,1,0.6268,47362985,3
27,5,0.7000,0,0,0.7746,49376,3
28,2,0.7000,1,1,0.5409,25,4
29,8,0.7000,0,1,0.6221,94176208,6
30,5,0.7000,0,1,0.6085,81974,9
31,5,0.7000,1,1,0.5953,25617,4
32,5,0.7000,1,1,0.5338,31462,9
33,8,0.7000,1,1,0.6950,69543708,2
34,2,0.7000,0,0,0.6673,25,5
35,5,0.7000,1,1,0.4945,70593,8
36,8,0.7000,0,0,0.8316,85701493,0
37,2,0.7000,0,0,0.9193,10,0
38,8,0.7000,0,1,1.0425,46039751,3
39,5,0.7000,1,1,0.9761,75361,4
40,8,0.7000,1,0,1.1947,62104387,5
41,2,0.7000,1,1,0.4617,37,8
42,2,0.7000,1,1,0.6361,78,0
43,2,0.7000,0,0,0.9269,60,0
44,8,0.7000,1,1,0.7619,46092815,3
45,5,0.7000,1,1,0.9284,37651,4
46,5,0.7000,1,1,1.0192,46978,1
47,2,0.7000,1,1,0.5356,32,4
48,5,0.7000,1,1,0.7444,48563,9
49,5,0.7000,1,1,0.8783,02347,9
50,2,0.7000,1,1,0.4552,07,3
51,5,0.7000,1,1,0.7900,05213,7
52,2,0.7000,0,0,0.5088,84,8
53,5,0.7000,0,0,0.5568,10876,0
54,5,0.7000,1,1,0.5580,56328,4
55,2,0.7000,0,0,0.6868,72,2
