Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,8,0.5000,0,0,4.3888,71209536,9
2,8,0.5000,1,1,1.4314,72563018,9
3,8,0.5000,1,0,1.7932,69734508,1
4,2,0.5000,0,0,5.8576,01,1
5,5,0.5000,1,1,0.8089,46382,9
6,5,0.5000,0,0,0.7683,60451,0
7,8,0.5000,0,1,2.5674,83409125,3
8,2,0.5000,1,1,3.3880,03,4
9,2,0.5000,1,1,0.9330,10,4
10,2,0.5000,0,0,1.0236,93,9
11,2,0.5000,1,1,1.1620,87,2
12,8,0.5000,1,1,1.6435,58062473,9
13,8,0.5000,0,1,3.1611,47309865,5
14,8,0.5000,1,1,4.0936,37815462,9
15,2,0.5000,1,1,0.9526,03,1
16,5,0.5000,0,1,0.9936,38901,9
17,5,0.5000,1,1,1.1183,29173,4
18,8,0.5000,0,1,2.9256,79314820,2
19,8,0.5000,0,0,0.6847,85037694,6
20,8,0.5000,0,0,0.9299,41082937,3
21,8,0.5000,1,1,1.4036,06831427,9
22,2,0.5000,0,0,0.5764,37,3
23,2,0.5000,0,0,1.1217,91,1
24,2,0.5000,0,0,0.8489,69,9
25,5,0.5000,1,0,0.7616,89207,6
26,8,0.5000,0,0,0.5609,68450791,9
27,8,0.5000,1,1,0.9628,34512789,0
28,2,0.5000,0,0,0.8940,79,9
29,5,0.5000,1,1,1.2060,19476,8
30,5,0.5000,1,1,2.2468,03679,4
31,2,0.5000,1,1,2.9800,20,1
32,8,0.5000,0,0,0.5960,31942760,9
33,8,0.5000,1,1,1.2388,95431268,7
34,8,0.5000,0,0,0.4899,47836501,7
35,5,0.5000,1,1,1.7836,82601,9
36,5,0.5000,1,1,1.1123,70816,5
37,8,0.5000,1,1,1.3523,13754962,0
38,5,0.5000,0,0,0.8299,46315,5
39,8,0.5000,1,1,1.3347,29106547,8
40,5,0.5000,0,0,0.6039,78091,8
41,2,0.5000,1,1,0.8119,85,7
42,5,0.5000,0,1,1.1875,86130,8
43,8,0.5000,0,0,0.8367,76821540,7
44,5,0.5000,0,1,1.6299,30418,3
45,5,0.5000,0,0,0.6826,75321,2
46,5,0.5000,1,1,1.7585,68432,5
47,2,0.5000,1,1,0.9884,73,2
48,2,0.5000,0,0,0.9200,15,1
49,2,0.5000,0,0,0.9462,20,0
50,2,0.5000,0,0,0.6529,39,9
51,2,0.5000,1,1,0.9923,89,0
52,5,0.5000,0,0,0.8766,06841,0
53,5,0.5000,0,0,1.0302,60749,0
54,5,0.5000,0,0,0.7371,69213,1
55,5,0.5000,1,0,0.7914,16357,2
56,5,0.5000,1,0,0.6601,80573,1
57,2,0.5000,0,0,1.0474,13,1
58,8,0.5000,1,1,0.9017,21590387,4
59,2,0.5000,1,1,1.0074,90,2
60,2,0.5000,1,1,0.7777,83,6
1,5,0.3000,0,0,1.2881,20431,2
2,2,0.3000,0,0,0.7477,56,5
3,5,0.3000,0,0,0.5767,13645,3
4,8,0.3000,0,1,1.0429,60189273,2
5,8,0.3000,0,1,1.1375,03862795,9
6,5,0.3000,0,0,0.8335,81492,2
7,8,0.3000,0,0,2.2022,15864279,6
8,8,0.3000,0,1,0.8037,32501478,4
9,5,0.3000,0,0,0.7815,48173,3
10,5,0.3000,1,1,0.8187,30174,2
11,5,0.3000,0,1,3.6586,39178,3
12,2,0.3000,0,0,1.0190,31,3
13,5,0.3000,0,0,0.7282,84295,8
14,2,0.3000,0,0,0.6215,29,9
15,5,0.3000,0,0,0.6402,42950,4
16,8,0.3000,0,0,0.8972,13842956,9
17,2,0.3000,1,1,0.8746,78,1
18,5,0.3000,0,1,0.9480,28169,8
19,8,0.3000,1,0,0.7516,91576403,2
20,5,0.3000,1,1,0.7419,62584,7
21,2,0.3000,0,0,0.7155,95,5
22,8,0.3000,0,0,0.4495,93456802,8
23,8,0.3000,0,0,0.5253,68317902,1
24,5,0.3000,0,1,1.3098,57249,5
25,8,0.3000,1,0,0.6915,37809651,2
26,5,0.3000,1,1,0.6798,62105,9
27,8,0.3000,0,1,1.4685,23165098,5
28,2,0.3000,0,0,0.5804,35,3
29,2,0.3000,0,0,0.6757,98,8
30,8,0.3000,0,0,4.7598,07348691,9
31,5,0.3000,0,0,1.0777,51369,5
32,2,0.3000,0,0,1.2507,45,4
33,2,0.3000,1,1,0.9981,39,6
34,5,0.3000,0,1,0.6585,89524,9
35,2,0.3000,1,1,0.8197,45,3
36,2,0.3000,0,0,0.5552,83,8
37,2,0.3000,1,1,0.5401,46,1
38,8,0.3000,0,0,0.3976,21536798,6
39,8,0.3000,1,1,1.0352,98436715,0
40,2,0.3000,0,0,0.3280,46,6
41,5,0.3000,1,1,0.8352,50437,8
42,8,0.3000,1,0,1.0340,63517984,0
43,5,0.3000,0,0,0.6476,35861,6
44,5,0.3000,1,1,1.2272,17230,9
45,8,0.3000,0,0,0.6825,92817536,1
46,2,0.3000,0,0,0.5425,07,0
47,8,0.3000,0,0,0.2877,71934806,0
48,5,0.3000,0,0,0.5542,20357,0
49,8,0.3000,0,0,0.4418,97684150,1
50,2,0.3000,1,1,2.8393,74,5
51,8,0.3000,1,0,0.2597,98250146,3
52,8,0.3000,1,0,2.5419,86359204,7
53,5,0.3000,0,0,0.5937,36875,3
54,2,0.3000,0,0,0.4993,45,5
55,8,0.3000,0,0,0.5597,72938540,7
56,2,0.3000,0,0,0.5445,35,5
57,5,0.3000,1,1,1.0569,97208,1
58,2,0.3000,1,1,0.8149,79,6
59,2,0.3000,0,0,0.5500,90,9
60,2,0.3000,0,0,0.4704,35,5
1,5,0.7000,0,1,0.6962,58317,3
2,5,0.7000,1,1,0.7329,45371,2
3,8,0.7000,0,0,0.5631,65483910,8
4,8,0.7000,0,1,0.6933,74365981,4
5,8,0.7000,0,0,0.4708,46580327,2
6,2,0.7000,0,1,3.4139,59,9
7,2,0.7000,1,1,0.5119,93,2
8,2,0.7000,0,0,0.9276,08,0
9,8,0.7000,1,1,0.8108,23759481,0
10,2,0.7000,0,0,1.0260,41,4
11,5,0.7000,0,1,0.8307,23049,2
12,8,0.7000,1,1,1.0457,41398567,0
13,5,0.7000,1,1,1.1075,25849,1
14,5,0.7000,1,0,0.5776,84563,9
15,5,0.7000,0,0,4.2443,72908,8
16,2,0.7000,1,1,0.5955,85,9
17,5,0.7000,1,1,2.0638,23498,0
18,2,0.7000,0,0,0.5802,02,2
19,2,0.7000,1,1,1.0782,51,2
20,8,0.7000,1,1,1.3655,35497201,8
21,8,0.7000,1,0,0.6358,14570936,8
22,5,0.7000,1,1,0.8151,85426,7
23,8,0.7000,0,0,0.9194,83965172,6
24,8,0.7000,1,1,0.5433,12460985,7
25,2,0.7000,1,1,0.4959,18,0
26,5,0.7000,1,1,0.7676,94281,3
27,8,0.7000,1,1,1.4148,47391068,2
28,5,0.7000,1,1,0.8976,27940,1
29,5,0.7000,1,1,0.6991,17823,6
30,2,0.7000,1,1,0.5278,87,0
31,5,0.7000,1,1,0.6538,84309,5
32,8,0.7000,1,1,0.6424,58762934,1
33,5,0.7000,1,0,0.5015,70246,9
34,8,0.7000,1,1,0.5985,37518692,0
35,8,0.7000,1,1,0.7614,73905182,4
36,2,0.7000,0,0,3.3913,41,1
