Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,2,0.3000,0,1,18.7402,18,1
2,2,0.3000,0,0,3.6232,26,6
3,2,0.3000,0,0,3.9743,70,7
4,2,0.3000,0,0,2.5748,69,9
5,8,0.3000,0,0,4.3568,15786420,4
6,2,0.3000,1,1,2.4707,80,7
7,5,0.3000,0,0,4.0891,02154,0
8,8,0.3000,0,0,1.9887,57412630,5
9,5,0.3000,0,0,1.3235,52971,2
10,2,0.3000,0,0,1.9040,69,9
11,8,0.3000,1,1,3.2683,75438910,6
12,5,0.3000,1,1,1.4991,43159,8
13,8,0.3000,0,0,1.7651,39426758,8
14,8,0.3000,1,0,3.0618,96428713,5
15,5,0.3000,0,1,2.4875,83617,6
16,2,0.3000,0,0,1.4978,74,7
17,8,0.3000,0,0,2.2118,52310976,5
18,5,0.3000,0,0,1.4234,51962,5
19,2,0.3000,0,0,1.4783,85,5
20,2,0.3000,0,0,1.5986,35,3
21,5,0.3000,1,1,1.6106,78139,2
22,2,0.3000,1,1,1.4782,08,6
23,2,0.3000,0,0,1.4706,41,1
24,2,0.3000,1,1,1.3346,90,4
25,2,0.3000,0,0,1.4514,49,4
26,5,0.3000,1,1,1.5714,61405,8
27,8,0.3000,0,0,2.1106,90812364,0
28,8,0.3000,1,1,2.0725,03584691,2
29,8,0.3000,0,0,2.3213,17629438,2
30,8,0.3000,0,0,1.2636,39856014,0
31,8,0.3000,0,0,1.5566,01865243,2
32,8,0.3000,1,1,4.3512,90482576,3
33,5,0.3000,0,0,1.3941,16590,9
34,5,0.3000,1,1,1.4329,70564,2
35,2,0.3000,1,1,1.6001,82,6
36,5,0.3000,0,0,1.3562,09527,0
37,8,0.3000,0,0,4.1624,74152983,1
38,5,0.3000,0,0,1.2160,02185,1
39,8,0.3000,0,1,1.7629,26850439,6
40,5,0.3000,0,0,1.2028,74165,1
41,2,0.3000,0,0,1.3801,94,4
42,5,0.3000,0,0,1.9624,93241,1
43,8,0.3000,1,1,2.3520,90218437,5
44,8,0.3000,0,0,1.7915,15432780,4
45,8,0.3000,0,0,3.0092,48039527,7
46,2,0.3000,0,0,1.1688,38,3
47,8,0.3000,0,0,2.2093,62490317,7
48,5,0.3000,0,0,1.2450,59603,6
49,2,0.3000,0,0,1.0650,19,9
50,8,0.3000,0,0,1.1438,53962714,3
51,2,0.3000,0,0,1.0792,75,7
52,5,0.3000,1,1,1.4942,58320,6
53,2,0.3000,1,1,1.7109,72,3
54,8,0.3000,1,0,2.3021,37208519,6
55,2,0.3000,1,1,1.3877,89,5
56,5,0.3000,0,0,1.1381,28914,9
57,5,0.3000,0,0,1.8901,86974,9
58,5,0.3000,0,0,1.1897,34610,6
59,5,0.3000,1,1,1.5740,78043,2
60,5,0.3000,0,1,2.6265,94257,5
1,5,0.5000,0,0,3.8108,05687,7
2,5,0.5000,1,0,1.5916,90618,5
3,8,0.5000,0,1,1.3790,78136240,6
4,5,0.5000,0,1,1.4824,49763,6
5,8,0.5000,1,1,2.7240,03428519,7
6,8,0.5000,1,1,1.9335,03498172,6
7,8,0.5000,0,0,1.0748,60351729,3
8,8,0.5000,1,1,2.0339,61083597,4
9,2,0.5000,0,0,1.1281,85,5
10,5,0.5000,1,0,1.9444,93154,0
11,5,0.5000,1,1,2.2211,50817,4
12,2,0.5000,1,1,1.1119,78,2
13,8,0.5000,1,0,2.3122,68521493,0
14,8,0.5000,0,0,1.3190,89176520,2
15,8,0.5000,1,1,3.7562,93640758,2
16,2,0.5000,0,0,1.4391,65,6
17,5,0.5000,1,0,3.1751,37519,4
18,5,0.5000,1,1,1.9155,49307,6
19,8,0.5000,1,1,1.6623,76903584,2
20,8,0.5000,0,0,2.0297,74038215,7
21,2,0.5000,0,0,1.2352,42,2
22,5,0.5000,1,1,3.1430,26891,5
23,5,0.5000,0,0,1.5146,03894,0
24,2,0.5000,1,1,2.4677,28,6
25,5,0.5000,0,0,1.8616,01453,5
26,2,0.5000,1,1,4.8881,80,6
27,2,0.5000,0,0,2.9678,98,9
28,8,0.5000,0,1,1.2874,07963425,2
29,8,0.5000,1,1,4.6190,68701952,4
30,2,0.5000,0,0,1.1884,13,3
31,2,0.5000,0,1,3.6853,85,8
32,2,0.5000,1,1,1.3340,78,1
33,2,0.5000,1,1,0.9709,69,2
34,5,0.5000,0,0,1.5269,87321,1
35,8,0.5000,0,1,1.8417,67521984,4
