Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,2,0.5000,1,1,1.4429,37,2
2,5,0.5000,1,1,2.0045,53802,9
3,5,0.5000,1,1,1.2160,06739,4
4,2,0.5000,0,0,0.7636,87,7
5,8,0.5000,0,1,1.2324,57612890,6
6,5,0.5000,0,0,1.1947,51860,5
7,5,0.5000,1,1,0.7583,10462,7
8,2,0.5000,1,1,0.6758,60,2
9,8,0.5000,1,1,0.8999,60819453,2
10,8,0.5000,1,1,0.9874,47180952,6
11,5,0.5000,0,1,1.0796,62753,2
12,5,0.5000,0,0,0.7278,41958,8
13,8,0.5000,0,0,0.6940,41250963,5
14,2,0.5000,0,0,0.7902,95,5
15,5,0.5000,0,0,0.6584,75069,0
16,5,0.5000,0,0,1.5079,04513,3
17,2,0.5000,0,0,0.5394,82,2
18,5,0.5000,1,1,0.7776,61375,0
19,8,0.5000,0,1,1.0378,12750963,7
20,8,0.5000,0,1,0.8154,74835129,1
21,8,0.5000,0,0,0.6342,48023697,2
22,2,0.5000,1,1,0.6531,60,4
23,5,0.5000,0,0,0.6466,51403,5
24,2,0.5000,0,0,0.8488,95,9
25,2,0.5000,1,1,0.6350,24,1
26,2,0.5000,1,1,0.5739,84,9
27,8,0.5000,1,1,0.6180,24916385,0
28,2,0.5000,0,0,0.6695,18,1
29,2,0.5000,0,0,0.7743,03,3
30,5,0.5000,1,1,0.7071,81072,6
31,2,0.5000,1,1,0.5628,70,5
32,8,0.5000,1,1,0.6716,81709654,2
33,2,0.5000,0,0,0.5205,29,2
34,5,0.5000,1,1,0.5673,70462,9
35,2,0.5000,1,1,0.4848,39,2
36,2,0.5000,0,0,0.7736,41,1
37,2,0.5000,1,1,0.8025,24,9
38,5,0.5000,1,1,0.9099,60354,7
39,5,0.5000,1,1,0.6456,12539,0
40,8,0.5000,0,0,0.7509,02958671,1
41,5,0.5000,1,1,0.7806,28745,9
42,5,0.5000,0,0,0.7927,26495,5
43,5,0.5000,0,0,0.6929,31289,9
44,2,0.5000,1,1,0.5571,73,1
45,8,0.5000,0,1,0.7619,32467015,3
46,8,0.5000,1,1,0.7348,03549768,2
47,8,0.5000,0,0,0.7883,65123978,3
48,8,0.5000,0,1,0.6558,73104526,6
49,8,0.5000,1,1,1.9607,52419786,3
50,2,0.5000,1,1,0.6143,73,0
51,8,0.5000,1,0,1.0571,23760954,1
52,5,0.5000,1,1,0.6987,20498,5
53,5,0.5000,0,0,1.0101,26739,6
54,2,0.5000,0,0,1.7495,12,1
55,2,0.5000,0,0,0.5879,56,6
56,8,0.5000,1,1,0.7834,50926348,1
57,8,0.5000,1,1,0.9724,82306497,1
58,5,0.5000,0,0,0.6165,26781,7
59,8,0.5000,0,0,0.8353,86291507,6
60,8,0.5000,1,1,0.6290,24863179,5
1,5,0.7000,1,1,0.7837,59073,1
2,2,0.7000,0,0,0.7645,49,9
3,8,0.7000,0,1,0.9854,52764089,0
4,8,0.7000,1,1,0.8449,17698240,5
5,2,0.7000,0,0,0.6390,87,7
6,5,0.7000,1,1,0.6572,69845,3
7,8,0.7000,1,1,0.7221,80769253,4
8,5,0.7000,0,0,0.7050,36972,6
9,5,0.7000,1,1,0.7045,35069,2
10,8,0.7000,0,0,0.6073,13472985,7
11,2,0.7000,1,1,0.5948,30,8
12,5,0.7000,0,0,0.6543,70239,2
13,8,0.7000,0,0,0.9111,27604813,0
14,8,0.7000,1,1,1.0140,82106534,9
15,2,0.7000,1,1,0.6016,84,7
16,5,0.7000,1,1,0.5011,91627,0
17,8,0.7000,0,1,0.8839,42819305,0
18,2,0.7000,1,1,0.5969,96,0
19,8,0.7000,1,1,0.7749,60583479,1
20,5,0.7000,1,1,0.7478,87359,0
21,5,0.7000,1,1,0.6094,43786,2
22,5,0.7000,1,1,0.7328,72408,5
23,8,0.7000,1,1,0.7151,03719258,6
24,2,0.7000,0,0,0.8745,21,2
25,2,0.7000,1,1,0.6434,18,6
26,8,0.7000,1,1,0.8690,38624071,9
27,5,0.7000,0,0,0.5498,20834,2
28,8,0.7000,1,1,0.9553,72543610,9
29,2,0.7000,1,1,0.6088,37,5
30,5,0.7000,1,1,0.6523,69107,2
31,5,0.7000,0,0,0.8059,87123,2
32,8,0.7000,1,1,0.5687,03492176,8
33,2,0.7000,1,1,0.7502,24,5
34,2,0.7000,1,1,0.5965,08,4
35,2,0.7000,1,1,0.4006,48,2
36,2,0.7000,0,0,0.6208,73,3
37,8,0.7000,1,1,0.8629,78095214,3
38,8,0.7000,1,1,0.6238,37508269,1
39,2,0.7000,1,1,0.5227,16,0
40,8,0.7000,1,1,0.6568,93870165,2
41,2,0.7000,1,1,0.6183,50,2
42,2,0.7000,1,1,0.6539,14,0
43,5,0.7000,1,1,1.4713,90318,7
44,8,0.7000,1,1,0.6956,67193850,2
45,8,0.7000,0,0,1.7191,23047189,9
46,5,0.7000,1,1,0.7099,62170,3
47,8,0.7000,0,1,2.0288,57843106,0
48,5,0.7000,0,1,1.6551,70954,4
49,5,0.7000,0,0,0.4727,37542,2
50,2,0.7000,0,0,1.3535,05,0
51,5,0.7000,1,1,0.5990,24509,3
52,5,0.7000,1,1,0.6346,79850,1
53,5,0.7000,1,1,0.6607,39840,5
54,2,0.7000,0,0,0.8862,18,1
55,8,0.7000,1,1,0.7818,60319725,4
56,8,0.7000,1,1,1.1220,15784962,3
57,2,0.7000,1,1,0.9288,91,5
58,2,0.7000,1,1,0.9197,90,7
59,5,0.7000,1,1,0.6065,68140,2
60,2,0.7000,1,1,0.4261,38,2
1,8,0.3000,0,1,0.7711,76805321,5
2,2,0.3000,0,0,0.6400,69,6
3,2,0.3000,0,0,0.6901,03,0
4,8,0.3000,0,1,0.7138,71965028,8
5,2,0.3000,0,0,0.5612,83,8
6,5,0.3000,0,0,0.6060,52348,2
7,8,0.3000,0,0,0.8729,23451978,8
8,2,0.3000,0,0,0.5698,51,5
9,2,0.3000,0,0,0.5105,85,5
10,8,0.3000,1,0,0.8454,04572689,3
11,8,0.3000,1,1,0.6069,50621498,7
12,5,0.3000,0,0,0.5385,97524,9
13,8,0.3000,0,0,0.6240,90156324,3
14,5,0.3000,0,0,0.8028,24357,7
15,2,0.3000,0,0,0.6223,30,3
16,2,0.3000,0,0,1.1692,71,1
17,8,0.3000,0,0,1.8694,82759631,1
18,8,0.3000,0,0,1.2536,72803149,0
19,8,0.3000,0,0,0.6546,09436817,1
20,2,0.3000,1,1,0.7120,68,1
21,5,0.3000,0,0,0.4389,13546,1
22,2,0.3000,0,0,1.8250,96,6
23,8,0.3000,0,0,1.6352,07846531,3
24,2,0.3000,0,0,0.6055,34,4
25,5,0.3000,0,0,0.6250,65124,6
26,2,0.3000,1,1,0.5319,28,1
27,8,0.3000,0,0,0.5140,59108436,8
28,5,0.3000,1,1,0.4888,34871,2
29,5,0.3000,0,0,0.7050,61504,6
30,2,0.3000,1,1,0.6405,29,1
31,5,0.3000,1,1,0.6027,58217,9
32,2,0.3000,1,1,0.6063,61,4
33,5,0.3000,1,1,0.5858,02856,3
