Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,5,0.7000,1,0,1.5267,80547,9
2,5,0.7000,1,1,2.0215,25963,0
3,2,0.7000,1,1,2.0165,29,7
4,8,0.7000,1,0,2.3793,24316890,5
5,2,0.7000,1,1,2.3602,68,1
6,2,0.7000,1,1,2.7259,64,9
7,8,0.7000,1,1,1.6922,28471069,3
8,5,0.7000,0,0,1.6524,36712,3
9,8,0.7000,0,0,2.2532,62187453,5
10,2,0.7000,0,0,1.7348,23,2
11,2,0.7000,1,1,1.1817,21,6
12,2,0.7000,1,1,1.0667,20,7
13,2,0.7000,1,1,0.9321,73,6
14,8,0.7000,1,1,1.1464,86421509,3
15,5,0.7000,1,1,2.2559,42816,3
16,5,0.7000,1,1,1.2575,76054,2
17,2,0.7000,1,1,1.2990,10,3
18,8,0.7000,1,0,2.0986,47820369,1
19,2,0.7000,1,1,4.8108,06,7
20,8,0.7000,0,0,1.4459,61854923,2
21,5,0.7000,1,1,2.7593,21064,7
22,8,0.7000,0,1,1.2764,10283945,9
23,2,0.7000,1,1,1.1092,71,2
24,2,0.7000,0,0,1.0927,04,4
25,8,0.7000,0,0,1.0443,61750348,4
26,2,0.7000,0,0,0.9905,30,0
27,5,0.7000,0,0,0.8507,74382,3
28,5,0.7000,1,1,0.7802,72048,9
29,2,0.7000,1,1,0.6890,96,8
30,8,0.7000,1,1,1.1126,73018695,4
31,8,0.7000,1,1,1.0554,67239841,0
32,5,0.7000,1,1,1.2330,76215,8
33,5,0.7000,1,1,0.9311,30796,4
34,2,0.7000,0,0,0.8740,02,0
35,5,0.7000,1,1,0.8429,72139,6
36,5,0.7000,0,0,1.1730,64583,3
37,5,0.7000,0,0,0.7379,16847,4
38,5,0.7000,1,0,1.0481,89025,4
39,5,0.7000,1,1,0.6736,46317,5
40,5,0.7000,1,1,0.9785,95402,3
41,5,0.7000,0,1,0.6547,38295,8
42,8,0.7000,0,1,0.9756,04791286,7
43,2,0.7000,0,0,0.9404,26,2
44,8,0.7000,1,0,0.9939,47029851,6
45,8,0.7000,1,1,0.8055,13846057,9
46,5,0.7000,1,1,0.7130,51702,6
47,8,0.7000,0,1,0.8479,94238657,2
48,2,0.7000,1,1,0.6181,06,2
49,2,0.7000,0,0,0.7576,40,0
50,8,0.7000,1,1,0.9145,37564108,9
51,5,0.7000,1,1,0.9368,39218,7
52,5,0.7000,0,0,0.6795,61839,8
53,8,0.7000,1,1,0.5276,54768309,2
54,8,0.7000,1,0,0.9898,26087345,9
55,8,0.7000,1,1,0.6734,95470812,3
56,8,0.7000,1,1,0.6495,64180793,2
57,2,0.7000,1,1,0.6198,25,8
58,2,0.7000,1,1,0.7186,59,7
59,8,0.7000,1,1,1.0447,01327465,8
60,2,0.7000,1,1,1.4469,08,3
1,8,0.5000,0,0,1.5287,74302859,9
2,2,0.5000,1,1,0.8236,71,5
3,5,0.5000,1,1,1.1945,17562,3
4,8,0.5000,1,1,0.8860,29416378,0
5,2,0.5000,1,1,0.6549,87,5
6,8,0.5000,1,1,0.7357,05713864,2
7,8,0.5000,0,0,0.8133,15320876,5
8,8,0.5000,1,1,0.9601,03564821,9
9,8,0.5000,0,0,1.7330,41029365,1
10,8,0.5000,0,0,2.3871,62403897,6
11,2,0.5000,0,0,0.8314,52,2
12,8,0.5000,1,0,5.1455,62487103,5
13,2,0.5000,1,1,0.5841,92,4
14,8,0.5000,0,1,1.1722,60285497,5
15,2,0.5000,1,1,1.0252,73,2
16,5,0.5000,1,0,1.2600,42801,9
17,8,0.5000,0,0,0.9648,61397405,0
