Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,2,0.5000,1,1,3.0805,01,04
2,2,0.5000,1,1,1.8367,01,09
3,5,0.5000,1,1,2.3817,13980,63980
4,8,0.5000,1,1,1.0907,03148976,03148926
5,5,0.5000,1,1,2.5698,59074,59078
6,8,0.5000,1,0,1.3289,96578023,96548023
7,8,0.5000,1,0,2.0630,60841537,60841539
8,8,0.5000,1,0,2.9389,69824051,69824057
9,8,0.5000,1,1,1.2811,08573619,08574619
10,2,0.5000,1,1,1.2934,38,36
11,2,0.5000,0,0,1.5475,94,94
12,5,0.5000,0,0,1.4565,82056,82056
13,8,0.5000,0,0,1.2695,89132074,89132074
14,2,0.5000,0,0,1.3637,01,01
15,2,0.5000,1,1,2.8058,04,05
16,2,0.5000,0,0,2.2239,69,69
17,8,0.5000,1,0,2.1079,59418370,59418360
18,5,0.5000,1,1,3.1289,81745,81765
19,2,0.5000,1,1,1.5562,13,15
20,2,0.5000,0,0,1.1343,30,30
21,2,0.5000,0,0,1.3103,41,41
22,8,0.5000,1,1,2.0783,07268149,07568149
23,8,0.5000,1,1,1.3122,65438092,65438097
24,5,0.5000,0,0,3.2675,23978,23978
25,8,0.5000,0,0,1.8926,48275169,48275169
26,5,0.5000,1,1,2.1417,31267,31067
27,5,0.5000,0,0,1.8817,31927,31927
28,5,0.5000,1,1,2.0039,71580,61580
29,2,0.5000,0,0,1.0211,10,10
30,5,0.5000,1,1,1.3941,08935,08932
31,8,0.5000,0,0,1.9151,27498605,27498605
32,8,0.5000,0,0,1.9731,82537069,82537069
33,8,0.5000,0,0,1.7952,87542360,87542360
34,5,0.5000,0,0,3.6083,59267,59267
35,2,0.5000,0,0,1.1616,64,64
36,5,0.5000,1,1,1.4266,54082,54682
37,2,0.5000,1,1,1.8877,80,50
38,5,0.5000,0,0,3.8148,54279,54279
39,8,0.5000,1,1,1.9958,02735468,02731468
40,5,0.5000,1,1,1.8151,53127,53120
41,8,0.5000,0,0,1.7480,23165947,23165947
42,5,0.5000,1,1,2.5510,04726,04796
43,2,0.5000,1,1,1.6823,90,30
44,2,0.5000,1,1,2.7084,08,58
45,5,0.5000,0,0,2.6693,04768,04768
46,5,0.5000,1,1,5.2013,12865,72865
47,5,0.5000,0,0,1.3797,75032,75032
48,8,0.5000,0,0,1.5426,36128705,36128705
49,8,0.5000,1,0,6.1945,06974385,06924385
50,5,0.5000,0,0,4.7238,97263,97263
51,2,0.5000,1,1,1.0852,75,73
52,2,0.5000,0,0,1.7913,36,36
53,5,0.5000,0,0,1.5282,82640,82640
54,8,0.5000,0,0,4.6872,81240953,81240953
55,2,0.5000,0,0,5.4035,39,39
56,2,0.5000,1,1,0.8137,80,86
57,5,0.5000,0,1,8.3786,63524,63524
58,8,0.5000,0,0,3.3837,97524308,97524308
59,2,0.5000,0,0,1.1581,24,24
60,8,0.5000,0,0,1.4860,68920754,68920754
1,8,0.3000,0,0,1.2422,31084597,31084597
2,5,0.3000,1,0,2.0295,97548,93548
3,2,0.3000,0,0,0.8847,89,89
4,5,0.3000,0,0,2.5336,76082,76082
5,5,0.3000,0,0,6.2217,21598,21598
6,5,0.3000,1,0,1.0439,18942,18742
7,5,0.3000,0,0,1.2760,89671,89671
8,2,0.3000,1,1,1.6572,14,19
9,8,0.3000,0,0,2.1790,43059672,43059672
10,8,0.3000,0,0,2.7692,79085136,79085136
11,2,0.3000,0,0,0.8735,91,91
12,2,0.3000,0,0,0.7895,59,59
13,5,0.3000,1,1,1.2325,40856,43856
14,8,0.3000,0,0,4.2674,82396510,82396510
15,5,0.3000,0,0,1.6727,39712,39712
16,8,0.3000,0,1,4.1316,83670542,83670542
17,8,0.3000,0,0,5.9797,54719028,54719028
18,5,0.3000,1,0,2.0190,52407,52487
19,2,0.3000,1,1,1.0502,14,64
20,5,0.3000,0,0,2.2892,75046,75046
21,5,0.3000,0,0,2.6072,26805,26805
22,2,0.3000,0,0,1.2905,13,13
