Trial, SetSize, Cond, testChange, respChange, RT, study, test
1,5,0.7000,1,1,3.6879,67082,67032
2,5,0.7000,1,1,1.3442,73481,75481
3,2,0.7000,1,1,0.9013,73,63
4,5,0.7000,1,0,1.5363,28690,28650
5,2,0.7000,0,0,0.8796,26,26
6,5,0.7000,1,1,0.8965,42718,92718
7,2,0.7000,0,0,0.7356,51,51
8,5,0.7000,1,1,0.7266,25103,25107
9,8,0.7000,1,1,0.7096,73586914,72586914
10,8,0.7000,1,1,0.8336,69147830,69147820
11,2,0.7000,1,1,0.7120,91,71
12,5,0.7000,1,1,0.7929,21497,01497
13,2,0.7000,1,1,0.5661,75,78
14,8,0.7000,1,1,0.6259,96107345,98107345
15,8,0.7000,1,0,1.0200,39207184,39207185
16,8,0.7000,1,1,1.3861,82536147,82539147
17,8,0.7000,1,0,0.7562,15869407,15869437
18,8,0.7000,0,0,0.9022,35897260,35897260
19,8,0.7000,0,0,0.7143,97840621,97840621
20,2,0.7000,1,1,0.4246,17,18
21,2,0.7000,1,1,0.6867,25,65
22,5,0.7000,0,1,0.8136,91765,91765
23,5,0.7000,0,0,0.6457,51067,51067
24,8,0.7000,1,1,0.7627,45103928,45103978
25,2,0.7000,1,1,0.6549,79,69
26,5,0.7000,0,0,0.6939,23106,23106
27,8,0.7000,1,0,1.0108,61328905,61328705
28,2,0.7000,1,1,0.6112,57,17
29,2,0.7000,1,1,0.6972,41,91
30,8,0.7000,1,0,0.8109,52631840,59631840
31,5,0.7000,0,0,0.7242,37864,37864
32,5,0.7000,1,0,0.7504,43671,43691
33,8,0.7000,0,0,0.9112,72308956,72308956
34,2,0.7000,0,0,0.7016,13,13
35,5,0.7000,1,1,0.4726,48312,48612
36,2,0.7000,1,1,0.4297,47,07
37,8,0.7000,1,1,0.8775,14379605,14389605
38,8,0.7000,0,0,0.8237,64890325,64890325
39,8,0.7000,0,0,0.7397,76328419,76328419
40,8,0.7000,1,0,0.7677,01689254,31689254
41,2,0.7000,0,0,0.6680,91,91
42,5,0.7000,0,0,0.8069,45693,45693
43,8,0.7000,0,1,0.8919,74068512,74068512
44,8,0.7000,1,1,0.6440,02849137,02849136
45,5,0.7000,1,1,0.7332,03498,02498
46,2,0.7000,1,1,0.4704,27,97
47,5,0.7000,1,1,0.7213,56938,56908
48,8,0.7000,1,0,0.9143,23540769,23548769
49,5,0.7000,1,1,1.1194,46301,46201
50,2,0.7000,1,1,0.8347,78,74
51,5,0.7000,0,0,0.8696,52184,52184
52,5,0.7000,1,1,2.0237,87426,87026
53,5,0.7000,1,1,1.6178,92748,92768
54,5,0.7000,1,0,0.8478,06579,86579
55,2,0.7000,1,1,0.7070,43,45
56,2,0.7000,1,1,0.6411,57,58
57,8,0.7000,1,0,0.7690,15342978,15362978
58,2,0.7000,0,1,0.7473,71,71
59,2,0.7000,1,1,0.8173,47,43
60,2,0.7000,0,0,0.7934,59,59
1,8,0.5000,1,0,0.9333,42658791,42658793
2,2,0.5000,0,0,0.8556,83,83
3,5,0.5000,0,0,0.6546,10976,10976
4,8,0.5000,0,1,0.8336,01527483,01527483
5,2,0.5000,0,0,0.8158,68,68
6,2,0.5000,0,0,0.6619,43,43
7,5,0.5000,1,1,0.8508,25847,23847
8,5,0.5000,1,1,1.2669,19634,19630
9,2,0.5000,0,0,0.6341,70,70
10,5,0.5000,1,1,0.9490,75160,79160
11,5,0.5000,0,0,0.7351,59681,59681
12,8,0.5000,0,1,1.5401,36872150,36872150
13,5,0.5000,0,0,0.7611,42536,42536
14,5,0.5000,0,1,0.8754,64701,64701
15,5,0.5000,0,0,0.6534,51630,51630
16,5,0.5000,0,0,0.7655,32875,32875
17,5,0.5000,1,1,0.8155,15230,15930
18,5,0.5000,1,0,0.8556,12435,12405
19,8,0.5000,0,0,0.7726,43120897,43120897
20,8,0.5000,0,0,0.8506,87245091,87245091
21,2,0.5000,1,1,0.7249,98,08
22,5,0.5000,0,0,0.7738,41673,41673
23,8,0.5000,0,0,0.8348,84593627,84593627
24,8,0.5000,0,0,0.7469,16273805,16273805
25,5,0.5000,1,1,0.6621,42038,49038
26,8,0.5000,0,0,0.6491,36405179,36405179
27,8,0.5000,0,1,0.6571,76193054,76193054
28,2,0.5000,1,1,0.8514,98,91
29,2,0.5000,0,0,0.7135,31,31
30,2,0.5000,0,0,0.9255,89,89
31,8,0.5000,0,0,0.7054,45617028,45617028
32,8,0.5000,1,1,0.7414,51769038,51769028
33,2,0.5000,0,0,1.0297,14,14
34,5,0.5000,1,1,0.8087,59234,59238
35,2,0.5000,0,0,0.7239,16,16
36,2,0.5000,0,0,0.6519,43,43
37,2,0.5000,1,1,0.8680,74,76
38,5,0.5000,0,0,0.7650,29165,29165
39,5,0.5000,1,0,1.0530,78014,98014
40,5,0.5000,1,0,0.6611,75210,75218
41,8,0.5000,1,1,0.6561,90876234,90875234
42,2,0.5000,1,1,0.6263,03,63
43,2,0.5000,1,0,0.7444,41,47
44,8,0.5000,1,0,1.0742,10697843,10692843
45,5,0.5000,1,0,0.7513,49603,49613
46,2,0.5000,1,1,0.6026,91,95
47,2,0.5000,1,1,0.6527,03,04
48,5,0.5000,0,0,0.7296,42187,42187
49,2,0.5000,1,1,0.8748,20,23
50,8,0.5000,1,0,0.7766,52749108,52746108
51,5,0.5000,0,0,0.5658,56804,56804
52,2,0.5000,1,1,0.7510,13,23
53,8,0.5000,1,0,2.0088,71029365,78029365
54,2,0.5000,0,0,0.9531,42,42
55,8,0.5000,1,1,1.1950,06284319,06274319
56,8,0.5000,0,0,0.8191,93721458,93721458
57,8,0.5000,1,0,0.9131,01832745,01832746
58,8,0.5000,1,1,0.7552,01549736,01549738
59,2,0.5000,1,1,0.7215,70,74
60,8,0.5000,1,1,1.3613,68903175,68903172
1,8,0.3000,1,0,1.8176,05823461,95823461
2,2,0.3000,1,1,0.8439,31,01
